site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
11,services/api.ts,1554,GET /acos/swarm/insights,MATCH,NONE,"backend acos.ts:200 router.get('/swarm/insights' ...)",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
12,services/api.ts,1566,POST /acos/multimodal/transcribe-audio (multipart audio),MATCH,NONE,"backend acos.ts:212 router.post('/multimodal/transcribe-audio' ... upload.single('audio'))",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
13,services/api.ts,1580,POST /acos/multimodal/analyze-video (multipart video),MATCH,NONE,"backend acos.ts:213 router.post('/multimodal/analyze-video' ... upload.single('video'))",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
14,services/api.ts,1588,POST /acos/physical-ai/register-device,MATCH,NONE,"backend acos.ts:216 router.post('/physical-ai/register-device' ... validateBody(registerDeviceSchema))",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
15,services/api.ts,1589,GET /acos/physical-ai/devices,MATCH,NONE,"backend acos.ts:219 router.get('/physical-ai/devices' ...)",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
16,services/api.ts,1590,POST /acos/physical-ai/devices/:deviceId/compliance-check,MATCH,NONE,"backend acos.ts:220 router.post('/physical-ai/devices/:deviceId/compliance-check' ...)",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
17,services/api.ts,1593,POST /acos/neuro-symbolic/hybrid-reasoning,MATCH,NONE,"backend acos.ts:320 router.post('/neuro-symbolic/hybrid-reasoning' ... validateBody(hybridReasoningSchema))",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
18,services/api.ts,1594,POST /acos/neuro-symbolic/infer-rules,MATCH,NONE,"backend acos.ts:321 router.post('/neuro-symbolic/infer-rules' ...)",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
19,services/api.ts,1595,POST /acos/neuro-symbolic/causal-reasoning,MATCH,NONE,"backend acos.ts:322 router.post('/neuro-symbolic/causal-reasoning' ...)",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
20,services/api.ts,1596,POST /acos/neuro-symbolic/explainable-decision,MATCH,NONE,"backend acos.ts:323 router.post('/neuro-symbolic/explainable-decision' ...)",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
21,services/api.ts,1597,GET /acos/neuro-symbolic/reasoning-history,MATCH,NONE,"backend acos.ts:324 router.get('/neuro-symbolic/reasoning-history' ...)",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
22,services/api.ts,1598,POST /acos/neuro-symbolic/inferences/:inferenceId/validate,MATCH,NONE,"backend acos.ts:325 router.post('/neuro-symbolic/inferences/:inferenceId/validate' ...)",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
23,services/api.ts,1602,POST /acos/homomorphic/keys/generate,MATCH,NONE,"backend acos.ts:328 router.post('/homomorphic/keys/generate' ... validateBody(generateHomomorphicKeysSchema))",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
24,services/api.ts,1604,POST /acos/homomorphic/encrypt,MATCH,NONE,"backend acos.ts:329 router.post('/homomorphic/encrypt' ... validateBody(encryptDataSchema))",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
25,services/api.ts,1606,POST /acos/homomorphic/decrypt,MATCH,NONE,"backend acos.ts:330 router.post('/homomorphic/decrypt' ... validateBody(decryptDataSchema))",2026-05-30T00:00:00Z,session13_subagent_20,session13,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
