site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
11,./server/src/examples/newPagesExamples.ts,695,prisma.course.findMany,TEST_FIXTURE,NONE,"File path server/src/examples/newPagesExamples.ts is example/template code; course catalog is public reference data (isPublished, isFeatured)",2026-05-30T00:00:00Z,session13_subagent_8,session13,129756a13dadbf8a02455af19ac006bcd1005f2bd807f9a1f06c9dbf653f8c2a
12,./server/src/examples/newPagesExamples.ts,740,prisma.forumPost.findMany,TEST_FIXTURE,NONE,"File path server/src/examples/newPagesExamples.ts is example/template code; forum posts are public community content (status: 'published')",2026-05-30T00:00:00Z,session13_subagent_8,session13,129756a13dadbf8a02455af19ac006bcd1005f2bd807f9a1f06c9dbf653f8c2a
13,./server/src/examples/newPagesExamples.ts,766,prisma.forumPost.count,TEST_FIXTURE,NONE,"File path server/src/examples/newPagesExamples.ts is example/template code; counts public forum posts",2026-05-30T00:00:00Z,session13_subagent_8,session13,129756a13dadbf8a02455af19ac006bcd1005f2bd807f9a1f06c9dbf653f8c2a
14,./server/src/examples/newPagesExamples.ts,795,prisma.serviceStatus.findUnique,TEST_FIXTURE,NONE,"File path server/src/examples/newPagesExamples.ts is example/template code; service status is public uptime data",2026-05-30T00:00:00Z,session13_subagent_8,session13,129756a13dadbf8a02455af19ac006bcd1005f2bd807f9a1f06c9dbf653f8c2a
15,./server/src/examples/newPagesExamples.ts,798,prisma.statusHistory.findMany,TEST_FIXTURE,NONE,"File path server/src/examples/newPagesExamples.ts is example/template code; status history is public 90-day uptime data",2026-05-30T00:00:00Z,session13_subagent_8,session13,129756a13dadbf8a02455af19ac006bcd1005f2bd807f9a1f06c9dbf653f8c2a
16,./server/src/generated/prisma/client/index.d.ts,100064,prisma.keyUsage.count,JSDOC_EXAMPLE,NONE,"@example block in Prisma-generated .d.ts (line prefixed with '     * ')",2026-05-30T00:00:00Z,session13_subagent_8,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
17,./server/src/generated/prisma/client/index.d.ts,100089,prisma.user.aggregate,JSDOC_EXAMPLE,NONE,"@example block in Prisma-generated .d.ts (line prefixed with '     * ')",2026-05-30T00:00:00Z,session13_subagent_8,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
18,./server/src/generated/prisma/client/index.d.ts,100113,prisma.user.groupBy,JSDOC_EXAMPLE,NONE,"@example block in Prisma-generated .d.ts (line prefixed with '     * ')",2026-05-30T00:00:00Z,session13_subagent_8,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
19,./server/src/generated/prisma/client/index.d.ts,101010,prisma.keyRotationPolicy.findUnique,JSDOC_EXAMPLE,NONE,"@example block in Prisma-generated .d.ts (line prefixed with '     * ')",2026-05-30T00:00:00Z,session13_subagent_8,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
20,./server/src/generated/prisma/client/index.d.ts,101024,prisma.keyRotationPolicy.findUniqueOrThrow,JSDOC_EXAMPLE,NONE,"@example block in Prisma-generated .d.ts (line prefixed with '     * ')",2026-05-30T00:00:00Z,session13_subagent_8,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
21,./server/src/generated/prisma/client/index.d.ts,101039,prisma.keyRotationPolicy.findFirst,JSDOC_EXAMPLE,NONE,"@example block in Prisma-generated .d.ts (line prefixed with '     * ')",2026-05-30T00:00:00Z,session13_subagent_8,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
22,./server/src/generated/prisma/client/index.d.ts,101055,prisma.keyRotationPolicy.findFirstOrThrow,JSDOC_EXAMPLE,NONE,"@example block in Prisma-generated .d.ts (line prefixed with '     * ')",2026-05-30T00:00:00Z,session13_subagent_8,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
23,./server/src/generated/prisma/client/index.d.ts,101070,prisma.keyRotationPolicy.findMany,JSDOC_EXAMPLE,NONE,"@example block in Prisma-generated .d.ts (line prefixed with '     * ')",2026-05-30T00:00:00Z,session13_subagent_8,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
24,./server/src/generated/prisma/client/index.d.ts,101073,prisma.keyRotationPolicy.findMany,JSDOC_EXAMPLE,NONE,"@example block in Prisma-generated .d.ts (line prefixed with '     * ')",2026-05-30T00:00:00Z,session13_subagent_8,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
25,./server/src/generated/prisma/client/index.d.ts,101076,prisma.keyRotationPolicy.findMany,JSDOC_EXAMPLE,NONE,"@example block in Prisma-generated .d.ts (line prefixed with '     * ')",2026-05-30T00:00:00Z,session13_subagent_8,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
