file,line,verdict,evidence,file_hash_at_verify,verified_at,verified_by,session
server/src/controllers/organizationController.ts,14,USER_SELF_READ,"prisma.organization.findUnique where { id: authReq.user.organizationId } — caller reads own org",7a45122babbab061e0fe7f4bb89e90b7aa54340a5afe71a909a8eccfd056879c,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,181,ORG_IN_WHERE,"findFirst where { id, organizationId } — verify ownership before update",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,294,ORG_IN_WHERE,"findFirst where { id, organizationId } — verify ownership before delete",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,332,ORG_IN_WHERE,"findMany where { organizationId, status: { not: 'Resolved' } }",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,384,ORG_IN_WHERE,"findFirst where { id, organizationId }",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,428,ORG_IN_WHERE,"prisma.complianceFramework.findMany where { organizationId }",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,441,ORG_IN_WHERE,"findFirst where { organizationId, description: { contains }, status }",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,470,ORG_IN_WHERE,"findFirst where { organizationId, description: { contains }, status }",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,497,ORG_IN_WHERE,"findFirst where { organizationId, description: { contains }, status }",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,49,ORG_IN_WHERE,"findMany where = composed object spread with organizationId at line 19",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,522,ORG_IN_WHERE,"prisma.integration.findMany where { organizationId, connected: true }",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,535,ORG_IN_WHERE,"findFirst where { organizationId, description: { contains }, status }",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,561,ORG_IN_WHERE,"findFirst where { organizationId, description: { contains }, status }",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/risksController.ts,77,ORG_IN_WHERE,"findFirst where { id, organizationId }",bdd43dd9f5c0b4550e27b6139be29683428e428a003d44ce380fe7653dd08f45,2026-05-30T00:00:00Z,session13_subagent_7,session13
server/src/controllers/securityController.ts,1182,ORG_IN_WHERE,"prisma.auditLog.findFirst where { organizationId, hash, action }",19838837a6c6b96d6f7c306da1ffe755544630de7e497bb169b171aefda8dcc0,2026-05-30T00:00:00Z,session13_subagent_7,session13
