site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
11,./server/src/controllers/authController.ts,1133,prisma.user.findUnique,USER_SELF_READ,NONE,"const user = await prisma.user.findUnique({",2026-05-30T00:00:00Z,session13_subagent_3,session13,b1a82cf961a21b18187acef55f2447aaf46e046bfec214c4b716b49e16bff80a
12,./server/src/controllers/authController.ts,118,prisma.user.findUnique,USER_SELF_READ,NONE,"let user = await prisma.user.findUnique({",2026-05-30T00:00:00Z,session13_subagent_3,session13,b1a82cf961a21b18187acef55f2447aaf46e046bfec214c4b716b49e16bff80a
13,./server/src/controllers/authController.ts,1389,prisma.user.findUnique,USER_SELF_READ,NONE,"const user = await prisma.user.findUnique({ where: { email } });",2026-05-30T00:00:00Z,session13_subagent_3,session13,b1a82cf961a21b18187acef55f2447aaf46e046bfec214c4b716b49e16bff80a
14,./server/src/controllers/authController.ts,1428,prisma.user.findFirst,USER_SELF_READ,NONE,"const user = await prisma.user.findFirst({",2026-05-30T00:00:00Z,session13_subagent_3,session13,b1a82cf961a21b18187acef55f2447aaf46e046bfec214c4b716b49e16bff80a
15,./server/src/controllers/authController.ts,254,prisma.magicLink.findUnique,USER_SELF_READ,NONE,"const magicLink = await prisma.magicLink.findUnique({",2026-05-30T00:00:00Z,session13_subagent_3,session13,b1a82cf961a21b18187acef55f2447aaf46e046bfec214c4b716b49e16bff80a
16,./server/src/controllers/authController.ts,283,prisma.user.findUnique,USER_SELF_READ,NONE,"const user = await prisma.user.findUnique({",2026-05-30T00:00:00Z,session13_subagent_3,session13,b1a82cf961a21b18187acef55f2447aaf46e046bfec214c4b716b49e16bff80a
17,./server/src/controllers/authController.ts,416,prisma.user.findUnique,USER_SELF_READ,NONE,"const revokedUser = await prisma.user.findUnique({",2026-05-30T00:00:00Z,session13_subagent_3,session13,b1a82cf961a21b18187acef55f2447aaf46e046bfec214c4b716b49e16bff80a
18,./server/src/controllers/authController.ts,446,prisma.user.findUnique,USER_SELF_READ,NONE,"const user = await prisma.user.findUnique({",2026-05-30T00:00:00Z,session13_subagent_3,session13,b1a82cf961a21b18187acef55f2447aaf46e046bfec214c4b716b49e16bff80a
19,./server/src/controllers/authController.ts,503,prisma.user.findUnique,USER_SELF_READ,NONE,"const user = await prisma.user.findUnique({",2026-05-30T00:00:00Z,session13_subagent_3,session13,b1a82cf961a21b18187acef55f2447aaf46e046bfec214c4b716b49e16bff80a
20,./server/src/controllers/authController.ts,724,prisma.user.findUnique,SYSTEM_READ,NONE,"const existingUser = await prisma.user.findUnique({",2026-05-30T00:00:00Z,session13_subagent_3,session13,b1a82cf961a21b18187acef55f2447aaf46e046bfec214c4b716b49e16bff80a
21,./server/src/controllers/authController.ts,907,prisma.user.findUnique,USER_SELF_READ,NONE,"const user = await prisma.user.findUnique({",2026-05-30T00:00:00Z,session13_subagent_3,session13,b1a82cf961a21b18187acef55f2447aaf46e046bfec214c4b716b49e16bff80a
22,./server/src/controllers/billingController.ts,108,prisma.organization.findUnique,ORG_IN_WHERE,NONE,"const organization = await prisma.organization.findUnique({",2026-05-30T00:00:00Z,session13_subagent_3,session13,a5be9d45e8917974f10cd35d68f25fad7dedb8213f6c39c1fa15094eb8ad7e2b
23,./server/src/controllers/billingController.ts,489,prisma.subscriptionHistory.findMany,ORG_IN_WHERE,NONE,"const history = await prisma.subscriptionHistory.findMany({",2026-05-30T00:00:00Z,session13_subagent_3,session13,a5be9d45e8917974f10cd35d68f25fad7dedb8213f6c39c1fa15094eb8ad7e2b
24,./server/src/controllers/billingController.ts,496,prisma.subscriptionHistory.count,ORG_IN_WHERE,NONE,"const total = await prisma.subscriptionHistory.count({",2026-05-30T00:00:00Z,session13_subagent_3,session13,a5be9d45e8917974f10cd35d68f25fad7dedb8213f6c39c1fa15094eb8ad7e2b
25,./server/src/controllers/billingController.ts,55,prisma.organization.findUnique,ORG_IN_WHERE,NONE,"const organization = await prisma.organization.findUnique({",2026-05-30T00:00:00Z,session13_subagent_3,session13,a5be9d45e8917974f10cd35d68f25fad7dedb8213f6c39c1fa15094eb8ad7e2b
