file,line,verdict,evidence,verified_at,verified_by,session,file_hash_at_verify
./server/src/generated/prisma/client/index.d.ts,105845,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,105861,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,105876,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,105879,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,105882,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,106060,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,106085,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,106109,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,107111,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,107125,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,107140,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,107156,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,107171,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,107174,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
./server/src/generated/prisma/client/index.d.ts,107177,JSDOC_EXAMPLE,"JSDoc @example block inside generated Prisma client (lines prefixed with `* `); not active code",2026-05-30T00:00:00Z,session13_subagent_10,session13,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
