file,line,verdict,evidence,file_hash_at_verify,verified_at,verified_by,session
server/src/controllers/evidenceVersioningController.ts,262,OWNERSHIP_PRECHECK,"deleteVersion: evidenceVersion.findFirst({where:{id:versionId,controlId}}) — preceded by parent control ownership check at L252-259 confirming controlId belongs to org.",2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/evidenceVersioningController.ts,32,OWNERSHIP_PRECHECK,"getVersions: evidenceVersion.findMany({where:{controlId}}) — preceded by parent control ownership check at L22-29 confirming control.framework.organizationId === user.organizationId.",2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/evidenceVersioningController.ts,65,OWNERSHIP_PRECHECK,"getVersion: frameworkControl.findFirst({where:{id:controlId},include:{framework:true}}) followed by check 'control.framework.organizationId !== organizationId' throwing 404 at L70-72.",2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/evidenceVersioningController.ts,74,OWNERSHIP_PRECHECK,"getVersion: evidenceVersion.findFirst({where:{id:versionId,controlId}}) — preceded by parent control ownership check at L65-72 confirming controlId belongs to org.",2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/featureModulesController.ts,1020,ORG_IN_WHERE,"listProductRecalls: productRecall.findMany({where:{organizationId: getOrgId(req)}, orderBy:{createdAt:'desc'}}).",c53a34aead2070afad1a5565e21b82542bb4b60e0bb73ad87f5da5c8f0d70ca4,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/featureModulesController.ts,1061,ORG_IN_WHERE,"listProductDecommissions: productDecommission.findMany({where:{organizationId: getOrgId(req)}, orderBy:{createdAt:'desc'}}).",c53a34aead2070afad1a5565e21b82542bb4b60e0bb73ad87f5da5c8f0d70ca4,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/featureModulesController.ts,1106,ORG_IN_WHERE,"listLifecycleAssessments: lifecycleAssessment.findMany({where:{organizationId: getOrgId(req)}, orderBy:{createdAt:'desc'}}).",c53a34aead2070afad1a5565e21b82542bb4b60e0bb73ad87f5da5c8f0d70ca4,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/featureModulesController.ts,1124,ORG_IN_WHERE,"getLifecycleAssessment: lifecycleAssessment.findFirst({where:{id: req.params.id, organizationId: getOrgId(req)}}).",c53a34aead2070afad1a5565e21b82542bb4b60e0bb73ad87f5da5c8f0d70ca4,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/featureModulesController.ts,1153,ORG_IN_WHERE,"listProductLifecycles: productLifecycle.findMany({where, orderBy:{createdAt:'desc'}}) where 'where' is initialized at L1151 as {organizationId: getOrgId(req)}.",c53a34aead2070afad1a5565e21b82542bb4b60e0bb73ad87f5da5c8f0d70ca4,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/featureModulesController.ts,1172,ORG_IN_WHERE,"getProductLifecycle: productLifecycle.findFirst({where:{id: req.params.id, organizationId: getOrgId(req)}}).",c53a34aead2070afad1a5565e21b82542bb4b60e0bb73ad87f5da5c8f0d70ca4,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/featureModulesController.ts,1203,ORG_IN_WHERE,"listProcessMaps: processMap.findMany({where, orderBy:{updatedAt:'desc'}}) where 'where' is initialized at L1201 as {organizationId: getOrgId(req)}.",c53a34aead2070afad1a5565e21b82542bb4b60e0bb73ad87f5da5c8f0d70ca4,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/featureModulesController.ts,1218,ORG_IN_WHERE,"getProcessMap: processMap.findFirst({where:{id: req.params.id, organizationId: getOrgId(req)}}).",c53a34aead2070afad1a5565e21b82542bb4b60e0bb73ad87f5da5c8f0d70ca4,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/featureModulesController.ts,1251,ORG_IN_WHERE,"syncSBOMToModules: sBOMEntry.findMany({where:{organizationId: orgId, OR:[{licenseRisk:'critical'},{licenseRisk:'high'}]}}) — orgId from getOrgId(req) at L1248.",c53a34aead2070afad1a5565e21b82542bb4b60e0bb73ad87f5da5c8f0d70ca4,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/featureModulesController.ts,1262,ORG_IN_WHERE,"syncSBOMToModules: productLifecycle.findMany({where:{organizationId: orgId}}) — orgId from getOrgId(req) at L1248.",c53a34aead2070afad1a5565e21b82542bb4b60e0bb73ad87f5da5c8f0d70ca4,2026-05-30T00:00:00Z,session13_subagent_4,session13
server/src/controllers/featureModulesController.ts,1267,ORG_IN_WHERE,"syncSBOMToModules: productDecommission.findMany({where:{organizationId: orgId}}) — orgId from getOrgId(req) at L1248.",c53a34aead2070afad1a5565e21b82542bb4b60e0bb73ad87f5da5c8f0d70ca4,2026-05-30T00:00:00Z,session13_subagent_4,session13
