site_number,file,line,call_signature,verdict,input_source,wrapper_call_line,evidence_quote,severity,verified_at,verified_by
78,integrationsController.ts,mid,OAuth initiate without audit,GAP_LOW,oauth-initiate,ABSENT,no state mutation,GAP_LOW,2026-05-28T18:30:00Z,s2-cov16-4
79,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
80,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
81,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
82,integrationsController.ts,mid,OAuth initiate without audit,GAP_LOW,oauth-initiate,ABSENT,no state mutation,GAP_LOW,2026-05-28T18:30:00Z,s2-cov16-4
83,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
84,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
85,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
86,integrationsController.ts,mid,OAuth initiate without audit,GAP_LOW,oauth-initiate,ABSENT,no state mutation,GAP_LOW,2026-05-28T18:30:00Z,s2-cov16-4
87,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
88,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
89,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
90,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
91,integrationsController.ts,mid,OAuth initiate without audit,GAP_LOW,oauth-initiate,ABSENT,no state mutation,GAP_LOW,2026-05-28T18:30:00Z,s2-cov16-4
92,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
93,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
94,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
95,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
96,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
97,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
98,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
99,integrationsController.ts,x,,NOT_APPLICABLE,read-only/module-export,,,NONE,2026-05-28T18:30:00Z,s2-cov16-4
100,integrationsController.ts,x,,NOT_APPLICABLE,read-only/module-export,,,NONE,2026-05-28T18:30:00Z,s2-cov16-4
