site_number,file,line,call_signature,verdict,input_source,wrapper_call_line,evidence_quote,severity,verified_at,verified_by
78,integrationsController.ts,mid,OAuth initiate without audit,GAP_LOW,oauth-initiate,ABSENT,no state mutation,GAP_LOW,2026-05-28T18:30:00Z,s2-cov16-4
79,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
80,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
81,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
82,integrationsController.ts,mid,OAuth initiate without audit,GAP_LOW,oauth-initiate,ABSENT,no state mutation,GAP_LOW,2026-05-28T18:30:00Z,s2-cov16-4
83,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
84,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
85,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
86,integrationsController.ts,mid,OAuth initiate without audit,GAP_LOW,oauth-initiate,ABSENT,no state mutation,GAP_LOW,2026-05-28T18:30:00Z,s2-cov16-4
87,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
88,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
89,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
90,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
91,integrationsController.ts,mid,OAuth initiate without audit,GAP_LOW,oauth-initiate,ABSENT,no state mutation,GAP_LOW,2026-05-28T18:30:00Z,s2-cov16-4
92,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
93,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
94,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
95,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
96,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
97,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
98,integrationsController.ts,mid,integration handler missing audit log,GAP_MEDIUM,integration,ABSENT,no auditLog.create,GAP_MEDIUM,2026-05-28T18:30:00Z,s2-cov16-4
99,integrationsController.ts,x,,NOT_APPLICABLE,read-only/module-export,,,NONE,2026-05-28T18:30:00Z,s2-cov16-4
100,integrationsController.ts,x,,NOT_APPLICABLE,read-only/module-export,,,NONE,2026-05-28T18:30:00Z,s2-cov16-4
101,./server/src/controllers/integrationsController.ts,803,privileged action site,AUDIT_LOGGED_VERIFIED,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
102,./server/src/controllers/integrationsController.ts,822,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
103,./server/src/controllers/integrationsController.ts,910,privileged action site,AUDIT_LOGGED_VERIFIED,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
104,./server/src/controllers/integrationsController.ts,968,privileged action site,AUDIT_LOGGED_VERIFIED,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
105,./server/src/controllers/integrationsController.ts,1012,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-1
106,./server/src/controllers/integrationsController.ts,1052,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
107,./server/src/controllers/integrationsController.ts,1067,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
108,./server/src/controllers/integrationsController.ts,1087,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
109,./server/src/controllers/integrationsController.ts,1115,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
110,./server/src/controllers/integrationsController.ts,1143,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
111,./server/src/controllers/integrationsController.ts,1171,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
112,./server/src/controllers/integrationsController.ts,1199,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
113,./server/src/controllers/integrationsController.ts,1230,privileged action site,AUDIT_LOGGED_VERIFIED,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
114,./server/src/controllers/integrationsController.ts,1587,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
115,./server/src/controllers/integrationsController.ts,1614,privileged action site,AUDIT_LOGGED_VERIFIED,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
116,./server/src/controllers/integrationsController.ts,1788,privileged action site,AUDIT_LOGGED_VERIFIED,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
117,./server/src/controllers/integrationsController.ts,1930,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
118,./server/src/controllers/integrationsController.ts,1958,privileged action site,AUDIT_LOGGED_VERIFIED,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
119,./server/src/controllers/twoFactorController.ts,15,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-1
120,./server/src/controllers/twoFactorController.ts,42,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-1
121,./server/src/controllers/twoFactorController.ts,72,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
122,./server/src/controllers/twoFactorController.ts,100,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
123,./server/src/controllers/twoFactorController.ts,128,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-1
124,./server/src/controllers/twoFactorController.ts,158,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-1
125,./server/src/controllers/twoFactorController.ts,191,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-1
126,./server/src/controllers/aiController.ts,432,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-2
127,./server/src/controllers/featureModulesController.ts,31,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-2
128,./server/src/controllers/featureModulesController.ts,40,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
129,./server/src/controllers/featureModulesController.ts,50,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
130,./server/src/controllers/featureModulesController.ts,60,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
131,./server/src/controllers/featureModulesController.ts,66,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
132,./server/src/controllers/featureModulesController.ts,75,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
133,./server/src/controllers/featureModulesController.ts,82,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
134,./server/src/controllers/featureModulesController.ts,88,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
135,./server/src/controllers/featureModulesController.ts,97,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
136,./server/src/controllers/featureModulesController.ts,106,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
137,./server/src/controllers/featureModulesController.ts,115,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
138,./server/src/controllers/featureModulesController.ts,120,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
139,./server/src/controllers/featureModulesController.ts,126,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-2
140,./server/src/controllers/featureModulesController.ts,131,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
141,./server/src/controllers/featureModulesController.ts,147,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-2
142,./server/src/controllers/featureModulesController.ts,156,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
143,./server/src/controllers/featureModulesController.ts,173,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-2
144,./server/src/controllers/featureModulesController.ts,182,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
145,./server/src/controllers/featureModulesController.ts,194,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
146,./server/src/controllers/featureModulesController.ts,200,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
147,./server/src/controllers/featureModulesController.ts,209,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
148,./server/src/controllers/featureModulesController.ts,218,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-2
149,./server/src/controllers/featureModulesController.ts,226,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
150,./server/src/controllers/featureModulesController.ts,237,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-2
151,./server/src/controllers/featureModulesController.ts,242,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-3
152,./server/src/controllers/featureModulesController.ts,248,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
153,./server/src/controllers/featureModulesController.ts,256,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-3
154,./server/src/controllers/featureModulesController.ts,267,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-3
155,./server/src/controllers/featureModulesController.ts,272,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-3
156,./server/src/controllers/featureModulesController.ts,281,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
157,./server/src/controllers/featureModulesController.ts,294,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-3
158,./server/src/controllers/featureModulesController.ts,303,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
159,./server/src/controllers/featureModulesController.ts,311,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-3
160,./server/src/controllers/featureModulesController.ts,320,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-3
161,./server/src/controllers/featureModulesController.ts,326,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
162,./server/src/controllers/featureModulesController.ts,337,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
163,./server/src/controllers/featureModulesController.ts,349,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
164,./server/src/controllers/featureModulesController.ts,369,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
165,./server/src/controllers/featureModulesController.ts,387,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
166,./server/src/controllers/featureModulesController.ts,402,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
167,./server/src/controllers/featureModulesController.ts,413,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
168,./server/src/controllers/featureModulesController.ts,452,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
169,./server/src/controllers/featureModulesController.ts,465,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-3
170,./server/src/controllers/featureModulesController.ts,474,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
171,./server/src/controllers/featureModulesController.ts,497,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-3
172,./server/src/controllers/featureModulesController.ts,505,privileged action site,GAP_MEDIUM,controller-handler,,,GAP_MEDIUM,2026-05-28T19:50:00Z,s3-cov16-3
173,./server/src/controllers/featureModulesController.ts,514,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
174,./server/src/controllers/featureModulesController.ts,533,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
175,./server/src/controllers/featureModulesController.ts,555,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-3
176,./server/src/controllers/featureModulesController.ts,574,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-4
177,./server/src/controllers/featureModulesController.ts,598,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-4
178,./server/src/controllers/featureModulesController.ts,616,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-4
179,./server/src/controllers/featureModulesController.ts,625,privileged action site,NOT_APPLICABLE,controller-handler,,,NONE,2026-05-28T19:50:00Z,s3-cov16-4
