site_number,file,line,call_signature,verdict,input_source,wrapper_call_line,evidence_quote,severity,verified_at,verified_by
29,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
30,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
31,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
32,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
33,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
34,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
35,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
36,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
37,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
38,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
39,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
40,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
41,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
42,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
43,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
44,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
45,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
46,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
47,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
48,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
49,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
50,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
51,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
52,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
53,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
54,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
55,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
56,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
57,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
58,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
59,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
60,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
61,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
62,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
63,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
64,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
65,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
66,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
67,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
68,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
69,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
70,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
71,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
72,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
73,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
74,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
75,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-3
76,./server/src/controllers/featureModulesController.ts,1276,prisma read,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,scoped,parent surveillancePlan/breachIncident verified,NONE,2026-05-28T20:10:00Z,s4-cov11-1
77,./server/src/controllers/featureModulesController.ts,127,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
78,./server/src/controllers/featureModulesController.ts,1308,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
79,./server/src/controllers/featureModulesController.ts,1342,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
80,./server/src/controllers/featureModulesController.ts,1351,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
81,./server/src/controllers/featureModulesController.ts,1401,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
82,./server/src/controllers/featureModulesController.ts,1414,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
83,./server/src/controllers/featureModulesController.ts,148,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
84,./server/src/controllers/featureModulesController.ts,174,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
85,./server/src/controllers/featureModulesController.ts,219,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
86,./server/src/controllers/featureModulesController.ts,249,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
87,./server/src/controllers/featureModulesController.ts,283,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
88,./server/src/controllers/featureModulesController.ts,304,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
89,./server/src/controllers/featureModulesController.ts,32,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
90,./server/src/controllers/featureModulesController.ts,352,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
91,./server/src/controllers/featureModulesController.ts,390,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
92,./server/src/controllers/featureModulesController.ts,406,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
93,./server/src/controllers/featureModulesController.ts,454,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
94,./server/src/controllers/featureModulesController.ts,475,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
95,./server/src/controllers/featureModulesController.ts,516,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
96,./server/src/controllers/featureModulesController.ts,535,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
97,./server/src/controllers/featureModulesController.ts,557,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
98,./server/src/controllers/featureModulesController.ts,576,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
99,./server/src/controllers/featureModulesController.ts,600,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
100,./server/src/controllers/featureModulesController.ts,621,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,where organizationId,NONE,2026-05-28T20:10:00Z,s4-cov11-1
101,./server/src/controllers/featureModulesController.ts,626,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
102,./server/src/controllers/featureModulesController.ts,655,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
103,./server/src/controllers/featureModulesController.ts,677,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
104,./server/src/controllers/featureModulesController.ts,698,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
105,./server/src/controllers/featureModulesController.ts,699,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
106,./server/src/controllers/featureModulesController.ts,749,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
107,./server/src/controllers/featureModulesController.ts,780,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
108,./server/src/controllers/featureModulesController.ts,817,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
109,./server/src/controllers/featureModulesController.ts,849,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
110,./server/src/controllers/featureModulesController.ts,909,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
111,./server/src/controllers/featureModulesController.ts,971,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
112,./server/src/controllers/frameworksController.ts,104,prisma read,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
113,./server/src/controllers/frameworksController.ts,1090,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
114,./server/src/controllers/frameworksController.ts,1103,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
115,./server/src/controllers/frameworksController.ts,1162,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
116,./server/src/controllers/frameworksController.ts,1210,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
117,./server/src/controllers/frameworksController.ts,1219,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
118,./server/src/controllers/frameworksController.ts,1254,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
119,./server/src/controllers/frameworksController.ts,1263,prisma read,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
120,./server/src/controllers/frameworksController.ts,1298,prisma read,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
121,./server/src/controllers/frameworksController.ts,207,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
122,./server/src/controllers/frameworksController.ts,235,prisma read,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
123,./server/src/controllers/frameworksController.ts,327,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
124,./server/src/controllers/frameworksController.ts,410,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
125,./server/src/controllers/frameworksController.ts,444,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-2
126,./server/src/controllers/frameworksController.ts,44,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
127,./server/src/controllers/frameworksController.ts,453,prisma read,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
128,./server/src/controllers/frameworksController.ts,516,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
129,./server/src/controllers/frameworksController.ts,581,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
130,./server/src/controllers/frameworksController.ts,590,prisma read,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
131,./server/src/controllers/frameworksController.ts,66,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
132,./server/src/controllers/frameworksController.ts,709,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
133,./server/src/controllers/frameworksController.ts,765,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
134,./server/src/controllers/frameworksController.ts,774,prisma read,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
135,./server/src/controllers/frameworksController.ts,879,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
136,./server/src/controllers/frameworksController.ts,887,prisma read,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
137,./server/src/controllers/frameworksController.ts,89,prisma read,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
138,./server/src/controllers/frameworksController.ts,949,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
139,./server/src/controllers/integrationsController.ts,1018,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
140,./server/src/controllers/integrationsController.ts,1098,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
141,./server/src/controllers/integrationsController.ts,1104,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
142,./server/src/controllers/integrationsController.ts,1126,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
143,./server/src/controllers/integrationsController.ts,1132,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
144,./server/src/controllers/integrationsController.ts,1154,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
145,./server/src/controllers/integrationsController.ts,1160,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
146,./server/src/controllers/integrationsController.ts,1182,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
147,./server/src/controllers/integrationsController.ts,1188,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
148,./server/src/controllers/integrationsController.ts,1209,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
149,./server/src/controllers/integrationsController.ts,1215,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
150,./server/src/controllers/integrationsController.ts,1621,prisma read,ORG_IN_WHERE_VERIFIED,controller-read,scoped,,NONE,2026-05-28T20:10:00Z,s4-cov11-3
