site_number,file,line,call_signature,verdict,input_source,wrapper_call_line,evidence_quote,severity,verified_at,verified_by
33,./server/src/services/integrations/azureService.ts,484,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-null,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
34,./server/src/services/integrations/azureService.ts,485,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-null,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
35,./server/src/services/integrations/azureService.ts,93,prisma.integration write or field-write,NOT_APPLICABLE,,,read-path-getCredentials,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
36,./server/src/services/integrations/azureService.ts,96,prisma.integration write or field-write,NOT_APPLICABLE,,,decryptField read-path,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
37,./server/src/services/integrations/githubService.ts,121,prisma.integration write or field-write,NOT_APPLICABLE,,,function-parameter,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
38,./server/src/services/integrations/githubService.ts,125,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField at 138 151,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
39,./server/src/services/integrations/githubService.ts,138,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
40,./server/src/services/integrations/githubService.ts,151,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
41,./server/src/services/integrations/githubService.ts,188,prisma.integration write or field-write,NOT_APPLICABLE,,,function-parameter,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
42,./server/src/services/integrations/githubService.ts,447,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-nullification,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
43,./server/src/services/integrations/githubService.ts,456,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-null,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
44,./server/src/services/integrations/githubService.ts,95,prisma.integration write or field-write,NOT_APPLICABLE,,,function-signature,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
45,./server/src/services/integrations/googleService.ts,105,prisma.integration write or field-write,NOT_APPLICABLE,,,function-signature,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
46,./server/src/services/integrations/googleService.ts,132,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField at 145-146 158-159,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
47,./server/src/services/integrations/googleService.ts,145,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
48,./server/src/services/integrations/googleService.ts,146,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
49,./server/src/services/integrations/googleService.ts,158,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
50,./server/src/services/integrations/googleService.ts,159,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-11
51,./server/src/services/integrations/googleService.ts,225,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField at 228 229,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
52,./server/src/services/integrations/googleService.ts,228,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
53,./server/src/services/integrations/googleService.ts,229,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
54,./server/src/services/integrations/googleService.ts,256,prisma.integration write or field-write,NOT_APPLICABLE,,,function-parameter,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
55,./server/src/services/integrations/googleService.ts,476,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-nullification,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
56,./server/src/services/integrations/googleService.ts,485,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-null,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
57,./server/src/services/integrations/googleService.ts,486,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-null,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
58,./server/src/services/integrations/googleService.ts,83,prisma.integration write or field-write,NOT_APPLICABLE,,,function-signature,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
59,./server/src/services/integrations/jiraService.ts,131,prisma.integration write or field-write,NOT_APPLICABLE,,,function-signature,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
60,./server/src/services/integrations/jiraService.ts,168,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField at 181-182 194-195,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
61,./server/src/services/integrations/jiraService.ts,181,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
62,./server/src/services/integrations/jiraService.ts,182,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
63,./server/src/services/integrations/jiraService.ts,194,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
64,./server/src/services/integrations/jiraService.ts,195,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
65,./server/src/services/integrations/jiraService.ts,232,prisma.integration write or field-write,NOT_APPLICABLE,,,function-signature,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
66,./server/src/services/integrations/jiraService.ts,261,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField at 264-265,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
67,./server/src/services/integrations/jiraService.ts,264,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
68,./server/src/services/integrations/jiraService.ts,265,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
69,./server/src/services/integrations/jiraService.ts,271,prisma.integration write or field-write,NOT_APPLICABLE,,,return-object-plaintext,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
70,./server/src/services/integrations/jiraService.ts,289,prisma.integration write or field-write,NOT_APPLICABLE,,,read-path-decryption,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
71,./server/src/services/integrations/jiraService.ts,298,prisma.integration write or field-write,NOT_APPLICABLE,,,function-parameter,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
72,./server/src/services/integrations/jiraService.ts,340,prisma.integration write or field-write,NOT_APPLICABLE,,,function-parameter,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
73,./server/src/services/integrations/jiraService.ts,597,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-nullification,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
74,./server/src/services/integrations/jiraService.ts,606,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-null,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
75,./server/src/services/integrations/jiraService.ts,607,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-null,NONE,2026-05-28T15:55:00Z,subagent-cov1-12
76,./server/src/services/integrations/jiraService.ts,99,prisma.integration write or field-write,NOT_APPLICABLE,,,function-parameter,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
77,./server/src/services/integrations/servicenowService.ts,160,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
78,./server/src/services/integrations/servicenowService.ts,161,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
79,./server/src/services/integrations/servicenowService.ts,162,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
80,./server/src/services/integrations/servicenowService.ts,173,prisma.integration write or field-write,NOT_APPLICABLE,,,decryptField read-path,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
81,./server/src/services/integrations/servicenowService.ts,174,prisma.integration write or field-write,NOT_APPLICABLE,,,decryptField read-path,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
82,./server/src/services/integrations/servicenowService.ts,175,prisma.integration write or field-write,NOT_APPLICABLE,,,decryptField read-path,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
83,./server/src/services/integrations/servicenowService.ts,275,prisma.integration write or field-write,NOT_APPLICABLE,,,local-var-assembly,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
84,./server/src/services/integrations/servicenowService.ts,276,prisma.integration write or field-write,NOT_APPLICABLE,,,local-var-assembly,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
85,./server/src/services/integrations/servicenowService.ts,279,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField at 282-283,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
86,./server/src/services/integrations/servicenowService.ts,282,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
87,./server/src/services/integrations/servicenowService.ts,283,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
88,./server/src/services/integrations/servicenowService.ts,379,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField at 392-393 400-401,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
89,./server/src/services/integrations/servicenowService.ts,392,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
90,./server/src/services/integrations/servicenowService.ts,393,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
91,./server/src/services/integrations/servicenowService.ts,400,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
92,./server/src/services/integrations/servicenowService.ts,401,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
93,./server/src/services/integrations/servicenowService.ts,412,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-null,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
94,./server/src/services/integrations/servicenowService.ts,421,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-null,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
95,./server/src/services/integrations/servicenowService.ts,422,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-null,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
96,./server/src/services/integrations/slackService.ts,110,prisma.integration write or field-write,NOT_APPLICABLE,,,function-parameter,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
97,./server/src/services/integrations/slackService.ts,150,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField at 163 176,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
98,./server/src/services/integrations/slackService.ts,163,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
99,./server/src/services/integrations/slackService.ts,176,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
100,./server/src/services/integrations/slackService.ts,213,prisma.integration write or field-write,NOT_APPLICABLE,,,function-parameter,NONE,2026-05-28T15:55:00Z,subagent-cov1-13
101,./server/src/services/integrations/slackService.ts,543,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-clears-token,NONE,2026-05-28T15:55:00Z,subagent-cov1-14
102,./server/src/services/integrations/slackService.ts,552,prisma.integration write or field-write,NOT_APPLICABLE,,,disconnect-clears-token,NONE,2026-05-28T15:55:00Z,subagent-cov1-14
103,./server/src/services/integrations/slackService.ts,701,prisma.integration write or field-write,NOT_APPLICABLE,,,channel-config-only,NONE,2026-05-28T15:55:00Z,subagent-cov1-14
104,./server/src/services/webhookService.ts,153,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField at 159 (HMAC secret),NONE,2026-05-28T15:55:00Z,subagent-cov1-14
105,./server/src/services/webhookService.ts,194,prisma.integration write or field-write,NOT_APPLICABLE,,,update-options-no-secret-field,NONE,2026-05-28T15:55:00Z,subagent-cov1-14
106,./server/src/services/webhookService.ts,293,prisma.integration write or field-write,WRAPPED_VERIFIED,,,encryptField at 299 (regenerated HMAC secret),NONE,2026-05-28T15:55:00Z,subagent-cov1-14
107,./server/src/services/webhookService.ts,414,prisma.integration write or field-write,NOT_APPLICABLE,,,delivery-state-only,NONE,2026-05-28T15:55:00Z,subagent-cov1-14
108,./server/src/services/webhookService.ts,426,prisma.integration write or field-write,NOT_APPLICABLE,,,delivery-state-only,NONE,2026-05-28T15:55:00Z,subagent-cov1-14
109,./server/src/services/webhookService.ts,439,prisma.integration write or field-write,NOT_APPLICABLE,,,stats-only,NONE,2026-05-28T15:55:00Z,subagent-cov1-14
110,./server/src/services/webhookService.ts,451,prisma.integration write or field-write,NOT_APPLICABLE,,,delivery-state-only,NONE,2026-05-28T15:55:00Z,subagent-cov1-14
111,./server/src/services/webhookService.ts,462,prisma.integration write or field-write,NOT_APPLICABLE,,,stats-only,NONE,2026-05-28T15:55:00Z,subagent-cov1-14
112,./server/src/services/webhookService.ts,473,prisma.integration write or field-write,NOT_APPLICABLE,,,delivery-state-only,NONE,2026-05-28T15:55:00Z,subagent-cov1-14
113,./server/src/services/webhookService.ts,669,prisma.integration write or field-write,NOT_APPLICABLE,,,retry-reset-state,NONE,2026-05-28T15:55:00Z,subagent-cov1-14
