row_number,model_name,has_organizationId_field,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
105,CourseLesson,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2541-2561,"model CourseLesson { id String @id ... courseId String ... course Course @relation(...) — belongs to global Course catalog",2026-05-25,prisma_rls_chunk_03
106,CourseEnrollment,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2563-2586,"model CourseEnrollment { id String @id ... userId String courseId String ... @@unique([userId, courseId]) — user-scoped enrollment in global Course",2026-05-25,prisma_rls_chunk_03
107,Tutorial,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2588-2612,"model Tutorial { id String @id ... title String slug String @unique ... isPublished Boolean? ... — global content catalog",2026-05-25,prisma_rls_chunk_03
108,Webinar,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2614-2645,"model Webinar { id String @id ... title String slug String @unique ... status WebinarStatus isPublished Boolean? — global content",2026-05-25,prisma_rls_chunk_03
109,WebinarRegistration,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2647-2670,"model WebinarRegistration { id String @id ... webinarId String userId String? email String ... user User? @relation — user-scoped reg for global webinar",2026-05-25,prisma_rls_chunk_03
110,CertificationProgram,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2672-2700,"model CertificationProgram { id String @id ... name String slug String @unique ... isPublished Boolean? — global cert catalog",2026-05-25,prisma_rls_chunk_03
111,UserCertification,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2702-2727,"model UserCertification { id String @id ... userId String certificationId String ... @@unique([userId, certificationId]) — user-scoped cert achievements",2026-05-25,prisma_rls_chunk_03
112,ForumCategory,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2729-2745,"model ForumCategory { id String @id ... name String slug String @unique ... isActive Boolean? — global community forum",2026-05-25,prisma_rls_chunk_03
113,ForumPost,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2747-2778,"model ForumPost { id String @id ... categoryId String authorId String ... status ForumPostStatus — global community forum, scoped via authorId",2026-05-25,prisma_rls_chunk_03
114,ForumComment,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2780-2802,"model ForumComment { id String @id ... postId String authorId String ... — global community forum comments",2026-05-25,prisma_rls_chunk_03
115,ForumVote,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2804-2820,"model ForumVote { id String @id ... userId String postId String? commentId String? voteType Int — global community votes",2026-05-25,prisma_rls_chunk_03
116,CommunityEvent,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2822-2861,"model CommunityEvent { id String @id ... title String slug String @unique eventType CommunityEventType ... — global community events",2026-05-25,prisma_rls_chunk_03
117,EventRegistration,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2863-2887,"model EventRegistration { id String @id ... eventId String userId String? email String ... — user-scoped reg for global event",2026-05-25,prisma_rls_chunk_03
118,SharedResource,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2889-2925,"model SharedResource { id String @id ... authorId String title String slug String @unique ... isPublished Boolean? — global community resources",2026-05-25,prisma_rls_chunk_03
119,ResourceDownload,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2927-2940,"model ResourceDownload { id String @id ... resourceId String userId String? ipAddress String? — global community resource download log",2026-05-25,prisma_rls_chunk_03
120,UserContribution,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2942-2964,"model UserContribution { id String @id ... userId String @unique totalPoints Int? ... — per-user community profile/stats",2026-05-25,prisma_rls_chunk_03
121,ContributionActivity,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:2966-2980,"model ContributionActivity { id String @id ... userId String activityType String points Int ... — per-user community activity log",2026-05-25,prisma_rls_chunk_03
122,ServiceStatus,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:2982-3004,"model ServiceStatus { id String @id ... name String slug String @unique ... status ServiceStatusType — system-level statuspage",2026-05-25,prisma_rls_chunk_03
123,StatusHistory,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3006-3019,"model StatusHistory { id String @id ... serviceId String status ServiceStatusType ... — system-level service uptime history",2026-05-25,prisma_rls_chunk_03
124,Incident,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3021-3046,"model Incident { id String @id ... title String slug String @unique severity IncidentSeverity ... isPublic Boolean? — system-level statuspage incidents",2026-05-25,prisma_rls_chunk_03
125,IncidentUpdate,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3048-3060,"model IncidentUpdate { id String @id ... incidentId String status IncidentStatus message String — system-level statuspage incident updates",2026-05-25,prisma_rls_chunk_03
126,MaintenanceWindow,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3062-3081,"model MaintenanceWindow { id String @id ... title String description String? ... status MaintenanceStatus — system-level statuspage maintenance",2026-05-25,prisma_rls_chunk_03
127,StatusSubscription,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3083-3100,"model StatusSubscription { id String @id ... email String @unique userId String? ... unsubscribeToken String @unique — statuspage subscription",2026-05-25,prisma_rls_chunk_03
128,OnboardingProgress,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3367-3408,"model OnboardingProgress { id String @id ... userId String ... organizationId String ... @@unique([userId, organizationId]) @@index([organizationId])",2026-05-25,prisma_rls_chunk_03
129,OnboardingEvent,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3410-3423,"model OnboardingEvent { id String @id ... userId String organizationId String eventType String ... @@index([organizationId])",2026-05-25,prisma_rls_chunk_03
130,OnboardingChecklist,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3425-3459,"model OnboardingChecklist { id String @id ... organizationId String ... @@unique([organizationId])",2026-05-25,prisma_rls_chunk_03
131,PhishingTraining,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3465-3484,"model PhishingTraining { id String @id ... organizationId String type PhishingType ... @@index([organizationId]) @@index([type])",2026-05-25,prisma_rls_chunk_03
132,GapAnalysis,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3486-3504,"model GapAnalysis { id String @id ... organizationId String frameworkId String? ... @@index([organizationId]) @@index([frameworkId])",2026-05-25,prisma_rls_chunk_03
133,RFPResponse,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3506-3521,"model RFPResponse { id String @id ... organizationId String rfpTitle String ... @@index([organizationId])",2026-05-25,prisma_rls_chunk_03
134,DataMap,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3523-3539,"model DataMap { id String @id ... organizationId String name String ... @@index([organizationId])",2026-05-25,prisma_rls_chunk_03
135,BCPPlan,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3541-3557,"model BCPPlan { id String @id ... organizationId String name String rto Int? ... @@index([organizationId])",2026-05-25,prisma_rls_chunk_03
136,JITAccessRequest,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3563-3591,"model JITAccessRequest { id String @id ... userId String organizationId String ... @@index([organizationId]) @@index([status])",2026-05-25,prisma_rls_chunk_03
137,JITSession,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3593-3618,"model JITSession { id String @id ... requestId String userId String organizationId String ... @@index([organizationId]) @@index([active])",2026-05-25,prisma_rls_chunk_03
138,SwarmAgent,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3620-3643,"model SwarmAgent { id String @id ... organizationId String agentId String ... @@unique([agentId, organizationId]) @@index([organizationId])",2026-05-25,prisma_rls_chunk_03
139,SwarmTask,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3645-3682,"model SwarmTask { id String @id ... organizationId String taskType String ... @@index([organizationId]) @@index([status])",2026-05-25,prisma_rls_chunk_03
140,SwarmTaskCheckpoint,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3684-3696,"model SwarmTaskCheckpoint { id String @id ... taskId String agentId String? progress Float ... task SwarmTask @relation — child of SwarmTask, inherits org via parent",2026-05-25,prisma_rls_chunk_03
141,UserSession,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3698-3721,"model UserSession { id String @id ... userId String organizationId String sessionToken String @unique ... @@index([organizationId])",2026-05-25,prisma_rls_chunk_03
142,VRParticipant,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3727-3753,"model VRParticipant { id String @id ... sessionId String vrSessionDbId String userId String ... vrSession VRCollaborativeSession @relation — child of VRCollaborativeSession, inherits org",2026-05-25,prisma_rls_chunk_03
143,VRChatMessage,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3755-3770,"model VRChatMessage { id String @id ... sessionId String vrSessionDbId String userId String ... vrSession VRCollaborativeSession @relation — child of VR session",2026-05-25,prisma_rls_chunk_03
144,VRAnnotation,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3772-3795,"model VRAnnotation { id String @id ... sessionId String vrSessionDbId String userId String ... vrSession VRCollaborativeSession @relation — child of VR session",2026-05-25,prisma_rls_chunk_03
145,VRVoiceChatState,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3797-3812,"model VRVoiceChatState { id String @id ... sessionId String vrSessionDbId String userId String ... vrSession VRCollaborativeSession @relation — child of VR session",2026-05-25,prisma_rls_chunk_03
146,VRTrainingProgress,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3814-3834,"model VRTrainingProgress { id String @id ... sessionId String vrSessionDbId String userId String ... vrSession VRCollaborativeSession @relation — child of VR session",2026-05-25,prisma_rls_chunk_03
147,QuestionnaireTemplate,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3840-3865,"model QuestionnaireTemplate { id String @id ... organizationId String? title String ... isSystemTemplate Boolean ... @@index([organizationId])",2026-05-25,prisma_rls_chunk_03
148,PolicyTemplate,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3867-3893,"model PolicyTemplate { id String @id ... organizationId String? title String category String ... @@index([organizationId])",2026-05-25,prisma_rls_chunk_03
149,WebRTCSession,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3895-3912,"model WebRTCSession { id String @id ... sessionId String @unique organizationId String ... @@index([organizationId]) @@index([hostUserId])",2026-05-25,prisma_rls_chunk_03
150,WebRTCPeer,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3914-3931,"model WebRTCPeer { id String @id ... sessionId String webrtcSessionId String userId String ... webrtcSession WebRTCSession @relation — child of WebRTCSession, inherits org",2026-05-25,prisma_rls_chunk_03
151,LivenessChallenge,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3933-3955,"model LivenessChallenge { id String ... userId String organizationId String ... @@index([userId]) @@index([organizationId]) @@index([status]) @@index([expiresAt]) }",2026-05-25,prisma_rls_subagent
152,LivenessFrame,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:3957-3970,"model LivenessFrame { id String challengeId String frameNumber Int ... challenge LivenessChallenge @relation(fields: [challengeId], references: [id], onDelete: Cascade) @@index([challengeId]) }",2026-05-25,prisma_rls_subagent
153,LDAPRoleMapping,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3976-3992,"model LDAPRoleMapping { id String organizationId String ldapGroupDN String ... @@unique([organizationId, ldapGroupDN]) @@index([organizationId]) @@index([enabled]) }",2026-05-25,prisma_rls_subagent
154,SwarmTaskMetric,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:3994-4009,"model SwarmTaskMetric { id String organizationId String metricType String value Float ... @@index([organizationId]) @@index([metricType]) @@index([timestamp]) @@index([taskType]) }",2026-05-25,prisma_rls_subagent
155,SwarmTaskAlert,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4011-4030,"model SwarmTaskAlert { id String organizationId String alertType String severity String ... @@index([organizationId]) @@index([alertType]) @@index([severity]) @@index([resolved]) @@index([createdAt]) }",2026-05-25,prisma_rls_subagent
156,GNNModel,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4032-4054,"model GNNModel { id String organizationId String modelId String modelType String ... @@unique([organizationId, modelId, version]) @@index([organizationId]) @@index([modelType]) @@index([isActive]) }",2026-05-25,prisma_rls_subagent
157,GovernanceBody,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4077-4094,"model GovernanceBody { id String organizationId String name String type String ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) @@index([organizationId]) }",2026-05-25,prisma_rls_subagent
158,GovernanceMeeting,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:4096-4113,"model GovernanceMeeting { id String governanceBodyId String title String date DateTime ... governanceBody GovernanceBody @relation(fields: [governanceBodyId], references: [id], onDelete: Cascade) @@index([governanceBodyId]) }",2026-05-25,prisma_rls_subagent
159,GovernanceDecision,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:4115-4133,"model GovernanceDecision { id String governanceBodyId String title String ... governanceBody GovernanceBody @relation(fields: [governanceBodyId], references: [id], onDelete: Cascade) @@index([governanceBodyId]) @@index([status]) }",2026-05-25,prisma_rls_subagent
160,EscalationPath,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:4135-4147,"model EscalationPath { id String governanceBodyId String name String triggerCriteria Json levels Json ... governanceBody GovernanceBody @relation(fields: [governanceBodyId], references: [id], onDelete: Cascade) @@index([governanceBodyId]) }",2026-05-25,prisma_rls_subagent
161,DPOProfile,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4149-4164,"model DPOProfile { id String organizationId String @unique name String email String ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) }",2026-05-25,prisma_rls_subagent
162,BreachIncident,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4167-4193,"model BreachIncident { id String organizationId String title String breachType String ... @@index([organizationId]) @@index([status]) @@index([severity]) }",2026-05-25,prisma_rls_subagent
163,BreachNotification,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:4195-4213,"model BreachNotification { id String breachId String recipientType String ... breach BreachIncident @relation(fields: [breachId], references: [id], onDelete: Cascade) @@index([breachId]) @@index([status]) }",2026-05-25,prisma_rls_subagent
164,BreachTemplate,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4215-4229,"model BreachTemplate { id String organizationId String name String jurisdiction String ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) @@index([organizationId]) }",2026-05-25,prisma_rls_subagent
165,RegulatoryContact,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4231-4248,"model RegulatoryContact { id String organizationId String name String authority String ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) @@index([organizationId]) }",2026-05-25,prisma_rls_subagent
166,CEProduct,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4251-4274,"model CEProduct { id String organizationId String name String productCode String category String ... @@index([organizationId]) @@index([ceMarkingStatus]) }",2026-05-25,prisma_rls_subagent
167,DigitalProductPassport,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4277-4304,"model DigitalProductPassport { id String organizationId String productName String gtin String ... @@index([organizationId]) @@index([gtin]) }",2026-05-25,prisma_rls_subagent
168,ESGMetric,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4307-4331,"model ESGMetric { id String organizationId String category String subcategory String name String ... @@index([organizationId]) @@index([category]) @@index([reportingPeriod]) }",2026-05-25,prisma_rls_subagent
169,MaterialityAssessment,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4333-4349,"model MaterialityAssessment { id String organizationId String topic String esrsStandard String ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) @@index([organizationId]) }",2026-05-25,prisma_rls_subagent
170,SBOMEntry,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4352-4373,"model SBOMEntry { id String organizationId String repositoryName String componentName String ... @@index([organizationId]) @@index([componentName]) @@index([licenseRisk]) }",2026-05-25,prisma_rls_subagent
171,SBOMRepository,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4375-4391,"model SBOMRepository { id String organizationId String name String url String branch String ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) @@index([organizationId]) }",2026-05-25,prisma_rls_subagent
172,SurveillancePlan,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4394-4412,"model SurveillancePlan { id String organizationId String productName String productId String ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) incidents SurveillanceIncident[] @@index([organizationId]) }",2026-05-25,prisma_rls_subagent
173,SurveillanceIncident,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:4414-4436,"model SurveillanceIncident { id String planId String type String severity String ... plan SurveillancePlan @relation(fields: [planId], references: [id], onDelete: Cascade) @@index([planId]) @@index([type]) @@index([severity]) }",2026-05-25,prisma_rls_subagent
174,ProductRecall,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4438-4460,"model ProductRecall { id String organizationId String productName String productId String recallType String ... @@index([organizationId]) @@index([status]) }",2026-05-25,prisma_rls_subagent
175,ProductDecommission,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4463-4488,"model ProductDecommission { id String organizationId String productName String productVersion String lifecycleStage String ... @@index([organizationId]) @@index([lifecycleStage]) }",2026-05-25,prisma_rls_subagent
176,LifecycleAssessment,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4491-4515,"model LifecycleAssessment { id String organizationId String productName String productId String ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) @@index([organizationId]) }",2026-05-25,prisma_rls_subagent
177,ProductLifecycle,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4518-4541,"model ProductLifecycle { id String organizationId String productName String productCode String currentStage String ... @@index([organizationId]) @@index([currentStage]) }",2026-05-25,prisma_rls_subagent
178,ProcessMap,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4544-4564,"model ProcessMap { id String organizationId String name String description String category String ... @@index([organizationId]) @@index([category]) }",2026-05-25,prisma_rls_subagent
179,RegulationModuleData,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4569-4582,"model RegulationModuleData { id String organizationId String module String dataType String data Json ... @@unique([organizationId, module, dataType]) @@index([organizationId]) @@index([module]) }",2026-05-25,prisma_rls_subagent
180,MetricsHistory,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4584-4595,"model MetricsHistory { id String organizationId String metricType String value Float metadata Json recordedAt DateTime ... @@index([organizationId, metricType]) @@index([recordedAt]) }",2026-05-25,prisma_rls_subagent
181,DORAICTRiskAssessment,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4601-4626,"model DORAICTRiskAssessment { id String organizationId String name String description String assessmentDate DateTime ... @@index([organizationId]) @@index([status]) @@index([riskClassification]) }",2026-05-25,prisma_rls_subagent
182,DORAICTIncident,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4628-4658,"model DORAICTIncident { id String organizationId String incidentId String @unique title String description String severity String ... @@index([organizationId]) @@index([status]) @@index([severity]) @@index([detectedAt]) }",2026-05-25,prisma_rls_subagent
183,DORAThirdPartyProvider,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4660-4688,"model DORAThirdPartyProvider { id String organizationId String name String providerType String criticality String ... @@index([organizationId]) @@index([criticality]) @@index([complianceStatus]) }",2026-05-25,prisma_rls_subagent
184,DORAResilienceTest,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4690-4720,"model DORAResilienceTest { id String organizationId String name String testType String scope String ... @@index([organizationId]) @@index([testType]) @@index([status]) @@index([providerId]) }",2026-05-25,prisma_rls_subagent
185,DORAInformationRegister,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4722-4745,"model DORAInformationRegister { id String organizationId String assetName String assetType String owner String ... @@index([organizationId]) @@index([assetType]) @@index([classification]) }",2026-05-25,prisma_rls_subagent
186,AuditorProfile,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4751-4779,"model AuditorProfile { id String organizationId String name String email String firm String ... @@index([organizationId]) @@index([status]) @@index([engagementType]) }",2026-05-25,prisma_rls_subagent
187,AuditEngagement,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4781-4813,"model AuditEngagement { id String organizationId String auditorId String title String engagementType String framework String ... @@index([organizationId]) @@index([auditorId]) @@index([status]) @@index([framework]) }",2026-05-25,prisma_rls_subagent
188,AuditFinding,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4815-4844,"model AuditFinding { id String organizationId String engagementId String auditorId String title String description String findingType String severity String ... @@index([organizationId]) @@index([engagementId]) @@index([status]) @@index([severity]) }",2026-05-25,prisma_rls_subagent
189,AuditWorkpaper,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:4846-4868,"model AuditWorkpaper { id String engagementId String title String description String workpaperType String ... engagement AuditEngagement @relation(fields: [engagementId], references: [id], onDelete: Cascade) @@index([engagementId]) @@index([workpaperType]) @@index([status]) }",2026-05-25,prisma_rls_subagent
190,AuditRequest,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:4870-4891,"model AuditRequest { id String engagementId String requestedBy String assignedTo String title String description String ... engagement AuditEngagement @relation(fields: [engagementId], references: [id], onDelete: Cascade) @@index([engagementId]) @@index([status]) @@index([priority]) @@index([dueDate]) }",2026-05-25,prisma_rls_subagent
191,GRCWorkflow,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4897-4922,"model GRCWorkflow { id String organizationId String name String description String workflowType String trigger Json nodes Json edges Json ... @@index([organizationId]) @@index([workflowType]) @@index([status]) }",2026-05-25,prisma_rls_subagent
192,WorkflowExecution,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:4924-4943,"model WorkflowExecution { id String workflowId String triggeredBy String triggerType String status String ... workflow GRCWorkflow @relation(fields: [workflowId], references: [id], onDelete: Cascade) @@index([workflowId]) @@index([status]) @@index([startedAt]) }",2026-05-25,prisma_rls_subagent
193,ManagedDevice,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:4949-4998,"model ManagedDevice { id String organizationId String deviceName String deviceType String platform String ... @@index([organizationId]) @@index([compliance]) @@index([status]) @@index([platform]) @@index([assignedUserId]) }",2026-05-25,prisma_rls_subagent
194,MDMPolicy,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5000-5022,"model MDMPolicy { id String organizationId String name String description String policyType String platform String[] settings Json ... @@index([organizationId]) @@index([policyType]) @@index([status]) }",2026-05-25,prisma_rls_subagent
195,DeviceAction,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:5024-5041,"model DeviceAction { id String deviceId String actionType String initiatedBy String status String ... device ManagedDevice @relation(fields: [deviceId], references: [id], onDelete: Cascade) @@index([deviceId]) @@index([actionType]) @@index([status]) }",2026-05-25,prisma_rls_subagent
196,DeviceComplianceCheck,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:5043-5055,"model DeviceComplianceCheck { id String deviceId String checkType String passed Boolean details String checkedAt DateTime ... device ManagedDevice @relation(fields: [deviceId], references: [id], onDelete: Cascade) @@index([deviceId]) @@index([checkType]) @@index([checkedAt]) }",2026-05-25,prisma_rls_subagent
197,SOXControl,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5061-5095,"model SOXControl { id String organizationId String controlNumber String title String description String category String ... @@unique([organizationId, controlNumber]) @@index([organizationId]) @@index([category]) @@index([processArea]) @@index([status]) @@index([keyControl]) }",2026-05-25,prisma_rls_subagent
198,SOXTestResult,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:5097-5122,"model SOXTestResult { id String controlId String testDate DateTime tester String testType String ... control SOXControl @relation(fields: [controlId], references: [id], onDelete: Cascade) @@index([controlId]) @@index([testDate]) @@index([conclusion]) }",2026-05-25,prisma_rls_subagent
199,SOXAssessment,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5124-5146,"model SOXAssessment { id String organizationId String assessmentYear Int assessmentType String status String ... @@index([organizationId]) @@index([assessmentYear]) @@index([status]) }",2026-05-25,prisma_rls_subagent
200,SoDRule,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5152-5170,"model SoDRule { id String organizationId String name String description String ruleType String function1 String function2 String ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) violations SoDViolation[] }",2026-05-25,prisma_rls_subagent
201,SoDViolation,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5175-5200,"model SoDViolation { id String organizationId String ... @@index([organizationId]) @@index([ruleId]) @@index([status]) @@index([userId]) }",2026-05-25,prisma_rls_chunk_05
202,DSARRequest,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5206-5249,"model DSARRequest { id String organizationId String ... @@index([organizationId]) @@index([requestType]) @@index([status]) @@index([dataSubjectEmail]) @@index([dueDate]) @@index([requestNumber]) }",2026-05-25,prisma_rls_chunk_05
203,ConsentRecord,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5251-5289,"model ConsentRecord { id String organizationId String ... @@index([organizationId]) @@index([dataSubjectId]) @@index([consentType]) @@index([consentGiven]) @@index([dataSubjectEmail]) }",2026-05-25,prisma_rls_chunk_05
204,ConsentPreference,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5291-5312,"model ConsentPreference { id String organizationId String ... @@unique([organizationId, dataSubjectId]) @@index([organizationId]) @@index([dataSubjectId]) @@index([marketingOptOut]) }",2026-05-25,prisma_rls_chunk_05
205,DataDeletionRequest,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5314-5341,"model DataDeletionRequest { id String organizationId String ... @@index([organizationId]) @@index([requestType]) @@index([status]) @@index([requestedByEmail]) }",2026-05-25,prisma_rls_chunk_05
206,ProcessingRestriction,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5343-5367,"model ProcessingRestriction { id String organizationId String ... @@index([organizationId]) @@index([dataSubjectId]) @@index([status]) @@index([restrictionType]) }",2026-05-25,prisma_rls_chunk_05
