site_number,file,line,call_signature,verdict,input_source,wrapper_call_line,evidence_quote,severity,verified_at,verified_by
76,./server/src/services/advanced/webrtcSignalingService.ts,168,in-memory Map,LOW_EPHEMERAL,,,Redis-backed or ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
77,./server/src/services/advanced/webrtcSignalingService.ts,172,in-memory Map,LOW_EPHEMERAL,,,Redis-backed or ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
78,./server/src/services/advanced/webrtcSignalingService.ts,246,in-memory Map,LOW_EPHEMERAL,,,Redis-backed or ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
79,./server/src/services/advanced/zeroKnowledgeService.ts,45,in-memory Map,MEDIUM_CAN_LOSE,,,Redis-backed or ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
80,./server/src/services/advanced/zeroTrustService.ts,134,in-memory Map,MEDIUM_CAN_LOSE,,,Redis-backed or ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
81,./server/src/services/advanced/zeroTrustService.ts,135,in-memory Map,MEDIUM_CAN_LOSE,,,Redis-backed or ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
82,./server/src/services/advanced/zeroTrustService.ts,136,in-memory Map,MEDIUM_CAN_LOSE,,,Redis-backed or ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
83,./server/src/services/aiRmfService.ts,1195,in-memory state,NOT_APPLICABLE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
84,./server/src/services/aiRmfService.ts,1207,in-memory state,NOT_APPLICABLE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
85,./server/src/services/aws/secretsManagerService.ts,73,in-memory state,MEDIUM_CAN_LOSE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
86,./server/src/services/cache/redisCacheService.ts,108,in-memory state,MEDIUM_CAN_LOSE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
87,./server/src/services/cache/redisCacheService.ts,109,in-memory state,MEDIUM_CAN_LOSE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
88,./server/src/services/cache/redisCacheService.ts,289,in-memory state,MEDIUM_CAN_LOSE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
89,./server/src/services/euRegulations/dmaService.ts,238,in-memory state,NOT_APPLICABLE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
90,./server/src/services/featureService.ts,85,in-memory state,NOT_APPLICABLE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
91,./server/src/services/frameworkTemplateService.ts,1548,in-memory state,MEDIUM_CAN_LOSE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
92,./server/src/services/frameworkTemplateService.ts,1549,in-memory state,MEDIUM_CAN_LOSE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
93,./server/src/services/frameworkTemplateService.ts,1586,in-memory state,NOT_APPLICABLE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
94,./server/src/services/frameworkTemplateService.ts,1686,in-memory state,NOT_APPLICABLE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
95,./server/src/services/geminiService.ts,17,in-memory state,LOW_EPHEMERAL,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
96,./server/src/services/integrations/providers/integrationRegistry.ts,59,in-memory state,NOT_APPLICABLE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
97,./server/src/services/nistCsfService.ts,673,in-memory state,NOT_APPLICABLE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
98,./server/src/services/nistCsfService.ts,821,in-memory state,NOT_APPLICABLE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
99,./server/src/services/notificationService.ts,85,in-memory state,MEDIUM_CAN_LOSE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
100,./server/src/services/notificationService.ts,86,in-memory state,MEDIUM_CAN_LOSE,,,local/cached/ephemeral,NONE,2026-05-28T18:30:00Z,s2-cov13-2
101,./server/src/services/questionnaireService.ts,436,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
102,./server/src/services/queue/jobQueue.ts,134,in-memory state,NOT_APPLICABLE,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
103,./server/src/services/queue/jobQueue.ts,135,in-memory state,NOT_APPLICABLE,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
104,./server/src/services/queue/jobQueue.ts,136,in-memory state,NOT_APPLICABLE,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
105,./server/src/services/queue/jobQueue.ts,137,in-memory state,NOT_APPLICABLE,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
106,./server/src/services/queue/jobQueue.ts,138,in-memory state,NOT_APPLICABLE,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
107,./server/src/services/queue/jobQueue.ts,141,in-memory state,NOT_APPLICABLE,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
108,./server/src/services/queue/jobQueue.ts,145,in-memory state,NOT_APPLICABLE,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
109,./server/src/services/queue/jobQueue.ts,146,in-memory state,NOT_APPLICABLE,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
110,./server/src/services/queue/jobQueue.ts,158,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
111,./server/src/services/reportingService.ts,249,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
112,./server/src/services/secureChatService.ts,1045,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
113,./server/src/services/soc2Service.ts,615,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
114,./server/src/services/sodService.ts,410,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
115,./server/src/services/sodService.ts,682,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
116,./server/src/services/soxService.ts,765,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
117,./server/src/services/websocketService.ts,28,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
118,./server/src/services/websocketService.ts,129,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
119,./server/src/services/workflowEngine.ts,68,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
120,./server/src/services/workflowEngine.ts,565,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
121,./server/src/services/workflowEngine.ts,567,in-memory state,LOW_EPHEMERAL,,,ephemeral or Redis-backed,NONE,2026-05-28T18:30:00Z,s2-cov13-3
