file_path,verdict,evidence_lines,classified_by_audit_pass,notes
components/Onboarding/OnboardingTooltip.tsx,CLEAN,components/Onboarding/OnboardingTooltip.tsx:1,3.4,component 206 lines
components/Onboarding/OnboardingWelcome.tsx,CLEAN,components/Onboarding/OnboardingWelcome.tsx:1,3.4,component 130 lines
components/Pagination.tsx,CLEAN,components/Pagination.tsx:1,3.4,component 216 lines
components/PaymentModal.tsx,GAP_FOUND,components/PaymentModal.tsx:1,3.3,throw new Error@37; console@40
components/PolicyManagement.tsx,CLEAN,components/PolicyManagement.tsx:1,3.4,component 1226 lines
components/PostMarketSurveillance.tsx,CLEAN,components/PostMarketSurveillance.tsx:1,3.4,component 1508 lines
components/PricingSection.tsx,CLEAN,components/PricingSection.tsx:1,3.4,component 668 lines
components/PrivacyManagementPlatform.tsx,GAP_FOUND,components/PrivacyManagementPlatform.tsx:1,3.3,console@234
components/PrivacyNoticeServing.tsx,CLEAN,components/PrivacyNoticeServing.tsx:1,3.4,component 1496 lines
components/ProcessMapper.tsx,GAP_FOUND,components/ProcessMapper.tsx:1,3.3,console@485
components/ProductDecommissioning.tsx,CLEAN,components/ProductDecommissioning.tsx:1,3.4,component 941 lines
components/ProductLifecycleTracker.tsx,CLEAN,components/ProductLifecycleTracker.tsx:1,3.4,component 1375 lines
components/QuestionnaireManagement.tsx,CLEAN,components/QuestionnaireManagement.tsx:1,3.4,component 1098 lines
components/RealTimeAnalytics.tsx,GAP_FOUND,components/RealTimeAnalytics.tsx:1,3.3,console@138; console@146; console@176; console@188; console@250
components/RegulatoryChangeTracker.tsx,CLEAN,components/RegulatoryChangeTracker.tsx:1,3.4,component 750 lines
components/ReportBuilder.tsx,GAP_FOUND,components/ReportBuilder.tsx:1,3.3,console@248
components/Reports.tsx,GAP_FOUND,components/Reports.tsx:1,3.3,console@127
components/RisingSignals.tsx,CLEAN,components/RisingSignals.tsx:1,3.4,component 195 lines
components/RiskCanvas.tsx,CLEAN,components/RiskCanvas.tsx:1,3.4,component 589 lines
components/RiskHeatMap.tsx,CLEAN,components/RiskHeatMap.tsx:1,3.4,component 422 lines
components/RiskManagement.tsx,GAP_FOUND,components/RiskManagement.tsx:1,3.3,console@73; console@85; console@176; console@221; console@264
components/RoPAManagement.tsx,GAP_FOUND,components/RoPAManagement.tsx:1,3.3,throw new Error@162; console@198; console@344
components/RoleManager.tsx,GAP_FOUND,components/RoleManager.tsx:1,3.3,throw new Error@95
components/SBOMManager.tsx,CLEAN,components/SBOMManager.tsx:1,3.4,component 1217 lines
components/SCIMSettings.tsx,GAP_FOUND,components/SCIMSettings.tsx:1,3.3,throw new Error@99
components/SOXComplianceDashboard.tsx,GAP_FOUND,components/SOXComplianceDashboard.tsx:1,3.3,console@108
components/SSOSettings.tsx,GAP_FOUND,components/SSOSettings.tsx:1,3.3,throw new Error@102
components/SecurityFeatures.tsx,GAP_FOUND,components/SecurityFeatures.tsx:1,3.3,console@181; console@503; console@900; console@1196
components/SecurityTrainingDashboard.tsx,GAP_FOUND,components/SecurityTrainingDashboard.tsx:1,3.3,throw new Error@196; console@278; console@361; console@383
components/Settings.tsx,GAP_FOUND,components/Settings.tsx:1,3.3,console@165; console@190; console@210; console@240; console@267
components/SignupPage.tsx,CLEAN,components/SignupPage.tsx:1,3.4,component 743 lines
components/SkipNavLink.tsx,CLEAN,components/SkipNavLink.tsx:1,3.4,component 31 lines
components/SlimSidebar.tsx,CLEAN,components/SlimSidebar.tsx:1,3.4,component 137 lines
components/SoDAnalysisDashboard.tsx,GAP_FOUND,components/SoDAnalysisDashboard.tsx:1,3.3,console@133; console@403; console@404; console@405; console@573
components/StatusPage.tsx,CLEAN,components/StatusPage.tsx:1,3.4,component 719 lines
components/TabbedContainer.tsx,CLEAN,components/TabbedContainer.tsx:1,3.4,component 56 lines
components/ThemeToggle.tsx,CLEAN,components/ThemeToggle.tsx:1,3.4,component 119 lines
components/TicketingIntegrations.tsx,GAP_FOUND,components/TicketingIntegrations.tsx:1,3.3,console@221; console@236
components/TierCard.tsx,CLEAN,components/TierCard.tsx:1,3.4,component 248 lines
components/TierLimitBanner.tsx,CLEAN,components/TierLimitBanner.tsx:1,3.4,component 23 lines
components/USPrivacyTracker.tsx,CLEAN,components/USPrivacyTracker.tsx:1,3.4,component 857 lines
components/UpdateAvailableBanner.tsx,CLEAN,components/UpdateAvailableBanner.tsx:1,3.4,component 125 lines
components/VendorManagement.tsx,CLEAN,components/VendorManagement.tsx:1,3.4,component 1241 lines
components/VendorMonitoringDashboard.tsx,CLEAN,components/VendorMonitoringDashboard.tsx:1,3.4,component 545 lines
components/WorkflowAutomationRules.tsx,CLEAN,components/WorkflowAutomationRules.tsx:1,3.4,component 1559 lines
components/WorkflowBuilder.tsx,CLEAN,components/WorkflowBuilder.tsx:1,3.4,component 1125 lines
components/WorkspaceManagement.tsx,CLEAN,components/WorkspaceManagement.tsx:1,3.4,component 963 lines
components/hubs/AIComplianceTools.tsx,CLEAN,components/hubs/AIComplianceTools.tsx:1,3.4,component 53 lines
components/hubs/AIDocumentTools.tsx,CLEAN,components/hubs/AIDocumentTools.tsx:1,3.4,component 39 lines
components/hubs/AnalyticsHub.tsx,CLEAN,components/hubs/AnalyticsHub.tsx:1,3.4,component 46 lines
components/hubs/AuditCenter.tsx,CLEAN,components/hubs/AuditCenter.tsx:1,3.4,component 53 lines
components/hubs/EnterpriseOpsHub.tsx,CLEAN,components/hubs/EnterpriseOpsHub.tsx:1,3.4,component 60 lines
components/hubs/EvidenceHub.tsx,CLEAN,components/hubs/EvidenceHub.tsx:1,3.4,component 110 lines
components/hubs/GovernanceHub.tsx,CLEAN,components/hubs/GovernanceHub.tsx:1,3.4,component 53 lines
components/hubs/IncidentHub.tsx,CLEAN,components/hubs/IncidentHub.tsx:1,3.4,component 39 lines
components/hubs/PolicyHub.tsx,CLEAN,components/hubs/PolicyHub.tsx:1,3.4,component 32 lines
components/hubs/ProductHub.tsx,CLEAN,components/hubs/ProductHub.tsx:1,3.4,component 67 lines
components/hubs/ReportingCenter.tsx,CLEAN,components/hubs/ReportingCenter.tsx:1,3.4,component 46 lines
components/hubs/RiskHub.tsx,CLEAN,components/hubs/RiskHub.tsx:1,3.4,component 46 lines
components/hubs/VendorHub.tsx,CLEAN,components/hubs/VendorHub.tsx:1,3.4,component 53 lines
server/prisma/migrations/20241219_add_zero_trust_models/migration.sql,CLEAN,server/prisma/migrations/20241219_add_zero_trust_models/migration.sql:1,3.3,84 lines read
server/prisma/migrations/20251204_add_2fa_support/migration.sql,CLEAN,server/prisma/migrations/20251204_add_2fa_support/migration.sql:1,3.3,23 lines read
server/prisma/migrations/20260129_add_onboarding_tables/migration.sql,CLEAN,server/prisma/migrations/20260129_add_onboarding_tables/migration.sql:1,3.3,99 lines read
server/prisma/migrations/20260315_add_checklist_grc_columns/migration.sql,CLEAN,server/prisma/migrations/20260315_add_checklist_grc_columns/migration.sql:1,3.3,9 lines read
server/prisma/migrations/20260516_evidence_attestation_user_signing_keys/migration.sql,CLEAN,server/prisma/migrations/20260516_evidence_attestation_user_signing_keys/migration.sql:1,3.3,64 lines read
server/prisma/migrations/acos_v3_tables.sql,CLEAN,server/prisma/migrations/acos_v3_tables.sql:1,3.3,344 lines read
server/prisma/migrations/add_control_loop_features.sql,CLEAN,server/prisma/migrations/add_control_loop_features.sql:1,3.3,47 lines read
server/prisma/migrations/add_debt_impact_fields.sql,CLEAN,server/prisma/migrations/add_debt_impact_fields.sql:1,3.3,34 lines read
server/prisma/migrations/add_goal_name_deadline.sql,CLEAN,server/prisma/migrations/add_goal_name_deadline.sql:1,3.3,10 lines read
server/prisma/migrations/add_missing_tables.sql,CLEAN,server/prisma/migrations/add_missing_tables.sql:1,3.3,1649 lines read
server/prisma/migrations/add_uuid_defaults.sql,CLEAN,server/prisma/migrations/add_uuid_defaults.sql:1,3.3,88 lines read
server/prisma/migrations/add_vr_collaborative_sessions.sql,CLEAN,server/prisma/migrations/add_vr_collaborative_sessions.sql:1,3.3,46 lines read
server/prisma/migrations/enhancement_modules.sql,CLEAN,server/prisma/migrations/enhancement_modules.sql:1,3.3,602 lines read
server/prisma/migrations/iso27001_hipaa_workflow.sql,CLEAN,server/prisma/migrations/iso27001_hipaa_workflow.sql:1,3.3,243 lines read
server/prisma/migrations/nist_ai_rmf_tables.sql,CLEAN,server/prisma/migrations/nist_ai_rmf_tables.sql:1,3.3,278 lines read
server/prisma/migrations/nist_csf_workflow.sql,CLEAN,server/prisma/migrations/nist_csf_workflow.sql:1,3.3,132 lines read
server/prisma/migrations/nps_survey.sql,CLEAN,server/prisma/migrations/nps_survey.sql:1,3.3,64 lines read
server/prisma/migrations/pcidss_workflow.sql,CLEAN,server/prisma/migrations/pcidss_workflow.sql:1,3.3,227 lines read
server/prisma/migrations/rls_policies_all_tables.sql,CLEAN,server/prisma/migrations/rls_policies_all_tables.sql:1,3.3,1359 lines read
server/prisma/migrations/soc2_workflow.sql,CLEAN,server/prisma/migrations/soc2_workflow.sql:1,3.3,193 lines read
server/prisma/schema.prisma,CLEAN,server/prisma/schema.prisma:1,3.6,schema 7469 lines
server/src/blockchain/artifacts/artifacts.d.ts,CLEAN,server/src/blockchain/artifacts/artifacts.d.ts:1,3.3,0 lines read
server/src/blockchain/artifacts/contracts/ComplianceAuditLog.sol/artifacts.d.ts,CLEAN,server/src/blockchain/artifacts/contracts/ComplianceAuditLog.sol/artifacts.d.ts:1,3.3,27 lines read
server/src/blockchain/node_modules/@noble/curves/_shortw_utils.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/_shortw_utils.d.ts:1,3.3,62 lines read
server/src/blockchain/node_modules/@noble/curves/abstract/bls.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/abstract/bls.d.ts:1,3.3,122 lines read
server/src/blockchain/node_modules/@noble/curves/abstract/curve.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/abstract/curve.d.ts:1,3.3,70 lines read
server/src/blockchain/node_modules/@noble/curves/abstract/edwards.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/abstract/edwards.d.ts:1,3.3,89 lines read
server/src/blockchain/node_modules/@noble/curves/abstract/hash-to-curve.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/abstract/hash-to-curve.d.ts:1,3.3,58 lines read
server/src/blockchain/node_modules/@noble/curves/abstract/modular.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/abstract/modular.d.ts:1,3.3,123 lines read
server/src/blockchain/node_modules/@noble/curves/abstract/montgomery.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/abstract/montgomery.d.ts:1,3.3,26 lines read
server/src/blockchain/node_modules/@noble/curves/abstract/poseidon.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/abstract/poseidon.d.ts:1,3.3,30 lines read
server/src/blockchain/node_modules/@noble/curves/abstract/utils.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/abstract/utils.d.ts:1,3.3,94 lines read
server/src/blockchain/node_modules/@noble/curves/abstract/weierstrass.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/abstract/weierstrass.d.ts:1,3.3,236 lines read
server/src/blockchain/node_modules/@noble/curves/bls12-381.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/bls12-381.d.ts:1,3.3,67 lines read
server/src/blockchain/node_modules/@noble/curves/bn254.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/bn254.d.ts:1,3.3,9 lines read
server/src/blockchain/node_modules/@noble/curves/ed25519.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/ed25519.d.ts:1,3.3,78 lines read
server/src/blockchain/node_modules/@noble/curves/ed448.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/ed448.d.ts:1,3.3,67 lines read
server/src/blockchain/node_modules/@noble/curves/esm/_shortw_utils.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/_shortw_utils.d.ts:1,3.3,62 lines read
server/src/blockchain/node_modules/@noble/curves/esm/abstract/bls.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/abstract/bls.d.ts:1,3.3,122 lines read
server/src/blockchain/node_modules/@noble/curves/esm/abstract/curve.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/abstract/curve.d.ts:1,3.3,70 lines read
server/src/blockchain/node_modules/@noble/curves/esm/abstract/edwards.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/abstract/edwards.d.ts:1,3.3,89 lines read
server/src/blockchain/node_modules/@noble/curves/esm/abstract/hash-to-curve.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/abstract/hash-to-curve.d.ts:1,3.3,58 lines read
server/src/blockchain/node_modules/@noble/curves/esm/abstract/modular.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/abstract/modular.d.ts:1,3.3,123 lines read
server/src/blockchain/node_modules/@noble/curves/esm/abstract/montgomery.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/abstract/montgomery.d.ts:1,3.3,26 lines read
server/src/blockchain/node_modules/@noble/curves/esm/abstract/poseidon.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/abstract/poseidon.d.ts:1,3.3,30 lines read
server/src/blockchain/node_modules/@noble/curves/esm/abstract/utils.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/abstract/utils.d.ts:1,3.3,94 lines read
server/src/blockchain/node_modules/@noble/curves/esm/abstract/weierstrass.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/abstract/weierstrass.d.ts:1,3.3,236 lines read
server/src/blockchain/node_modules/@noble/curves/esm/bls12-381.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/bls12-381.d.ts:1,3.3,67 lines read
server/src/blockchain/node_modules/@noble/curves/esm/bn254.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/bn254.d.ts:1,3.3,9 lines read
server/src/blockchain/node_modules/@noble/curves/esm/ed25519.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/ed25519.d.ts:1,3.3,78 lines read
server/src/blockchain/node_modules/@noble/curves/esm/ed448.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/ed448.d.ts:1,3.3,67 lines read
server/src/blockchain/node_modules/@noble/curves/esm/index.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/index.d.ts:1,3.3,2 lines read
server/src/blockchain/node_modules/@noble/curves/esm/jubjub.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/jubjub.d.ts:1,3.3,9 lines read
server/src/blockchain/node_modules/@noble/curves/esm/p256.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/p256.d.ts:1,3.3,105 lines read
server/src/blockchain/node_modules/@noble/curves/esm/p384.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/p384.d.ts:1,3.3,105 lines read
server/src/blockchain/node_modules/@noble/curves/esm/p521.d.ts,CLEAN,server/src/blockchain/node_modules/@noble/curves/esm/p521.d.ts:1,3.3,105 lines read
