site_number,file,line,call_signature,verdict,leaks,evidence_quote,severity,verified_at,verified_by
402,./server/src/controllers/frameworksController.ts,931,        logger.error('S3 Key used:'; s3Key);,UNCLASSIFIED,,,UNCLASSIFIED,,
403,./server/src/controllers/frameworksController.ts,932,        logger.error('Original evidence URL:'; control.evidence);,UNCLASSIFIED,,,UNCLASSIFIED,,
404,./server/src/controllers/frameworksController.ts,936,      logger.error('Get evidence URL error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
405,./server/src/controllers/frameworksController.ts,1077,      logger.error('Smart upload error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
406,./server/src/controllers/frameworksController.ts,1148,      logger.error('Accept suggestion error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
407,./server/src/controllers/frameworksController.ts,1197,      logger.error('Reject suggestion error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
408,./server/src/controllers/frameworksController.ts,1241,      logger.error('Get suggestions error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
409,./server/src/controllers/frameworksController.ts,1291,      logger.error('Delete control error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
410,./server/src/controllers/integrationsController.ts,155,    logger.error('Error generating Google auth URL'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
411,./server/src/controllers/integrationsController.ts,198,          logger.warn(`Google OAuth token exchange attempt ${attempt + 1} failed; retrying in ${delay}ms...`);,UNCLASSIFIED,,,UNCLASSIFIED,,
412,./server/src/controllers/integrationsController.ts,220,        logger.error('Error in Google OAuth callback (non-retryable)'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
413,./server/src/controllers/integrationsController.ts,234,        logger.warn(`Google OAuth callback attempt ${attempt + 1} failed; retrying in ${delay}ms...`; error.message);,UNCLASSIFIED,,,UNCLASSIFIED,,
414,./server/src/controllers/integrationsController.ts,242,  logger.error('Error in Google OAuth callback after retries'; lastError);,UNCLASSIFIED,,,UNCLASSIFIED,,
415,./server/src/controllers/integrationsController.ts,273,    logger.error('Error syncing Google data'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
416,./server/src/controllers/integrationsController.ts,286,    logger.error('Error disconnecting Google'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
417,./server/src/controllers/integrationsController.ts,305,    logger.error('Error generating GitHub auth URL'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
418,./server/src/controllers/integrationsController.ts,336,    logger.error('Error in GitHub OAuth callback'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
419,./server/src/controllers/integrationsController.ts,374,    logger.error('Error syncing GitHub data'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
420,./server/src/controllers/integrationsController.ts,387,    logger.error('Error disconnecting GitHub'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
421,./server/src/controllers/integrationsController.ts,406,    logger.error('Error generating Slack auth URL'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
422,./server/src/controllers/integrationsController.ts,434,    logger.error('Error in Slack OAuth callback'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
423,./server/src/controllers/integrationsController.ts,466,    logger.error('Error syncing Slack data'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
424,./server/src/controllers/integrationsController.ts,485,    logger.error('Error posting Slack message'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
425,./server/src/controllers/integrationsController.ts,498,    logger.error('Error disconnecting Slack'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
426,./server/src/controllers/integrationsController.ts,517,    logger.error('Error generating Jira auth URL'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
427,./server/src/controllers/integrationsController.ts,562,    logger.error('Error in Jira OAuth callback'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
428,./server/src/controllers/integrationsController.ts,594,    logger.error('Error syncing Jira data'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
429,./server/src/controllers/integrationsController.ts,619,    logger.error('Error creating Jira issue'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
430,./server/src/controllers/integrationsController.ts,632,    logger.error('Error disconnecting Jira'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
431,./server/src/controllers/integrationsController.ts,673,    logger.error('Error connecting AWS'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
432,./server/src/controllers/integrationsController.ts,712,    logger.error('Error syncing AWS data'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
433,./server/src/controllers/integrationsController.ts,725,    logger.error('Error disconnecting AWS'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
434,./server/src/controllers/integrationsController.ts,756,    logger.error('Error listing integrations'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
435,./server/src/controllers/integrationsController.ts,793,    logger.error('Error getting integration status'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
436,./server/src/controllers/integrationsController.ts,846,      logger.info(`Azure credentials validated for tenant ${tenantId}; subscription ${subscriptionId}`);,UNCLASSIFIED,,,UNCLASSIFIED,,
437,./server/src/controllers/integrationsController.ts,853,      logger.error('Azure credential validation failed'; errorMsg);,UNCLASSIFIED,,,UNCLASSIFIED,,
438,./server/src/controllers/integrationsController.ts,904,    logger.error('Error connecting Azure'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
439,./server/src/controllers/integrationsController.ts,962,    logger.error('Error syncing Azure data'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
440,./server/src/controllers/integrationsController.ts,999,    logger.error('Error disconnecting Azure'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
441,./server/src/controllers/integrationsController.ts,1046,    logger.error('Error running Azure full sync'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
442,./server/src/controllers/integrationsController.ts,1061,    logger.error('Error getting Azure sync status'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
443,./server/src/controllers/integrationsController.ts,1081,    logger.error('Error getting Azure sync history'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
444,./server/src/controllers/integrationsController.ts,1109,    logger.error('Error getting Azure synced resources'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
445,./server/src/controllers/integrationsController.ts,1137,    logger.error('Error getting Azure synced security findings'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
446,./server/src/controllers/integrationsController.ts,1165,    logger.error('Error getting Azure synced security alerts'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
447,./server/src/controllers/integrationsController.ts,1193,    logger.error('Error getting Azure synced users'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
448,./server/src/controllers/integrationsController.ts,1220,    logger.error('Error getting Azure synced policies'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
449,./server/src/controllers/integrationsController.ts,1332,          logger.info(`API key validated successfully for ${provider}`; {,UNCLASSIFIED,,,UNCLASSIFIED,,
450,./server/src/controllers/integrationsController.ts,1348,          logger.error(`API key validation failed for ${provider}:`; { message: errorMessage; status: validationError?.response?.status });,UNCLASSIFIED,,,UNCLASSIFIED,,
451,./server/src/controllers/integrationsController.ts,1390,          logger.info(`API key and secret validated successfully for ${provider}`; {,UNCLASSIFIED,,,UNCLASSIFIED,,
452,./server/src/controllers/integrationsController.ts,1395,          logger.error(`API key validation failed for ${provider}:`; validationError);,UNCLASSIFIED,,,UNCLASSIFIED,,
453,./server/src/controllers/integrationsController.ts,1446,        logger.info(`PAT validated successfully for ${provider}`; {,UNCLASSIFIED,,,UNCLASSIFIED,,
454,./server/src/controllers/integrationsController.ts,1462,        logger.error(`PAT validation failed for ${provider}:`; { message: errorMessage; status: validationError?.response?.status });,UNCLASSIFIED,,,UNCLASSIFIED,,
455,./server/src/controllers/integrationsController.ts,1580,    logger.error('Error connecting provider'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
456,./server/src/controllers/integrationsController.ts,1606,    logger.error('Error in generic authorize'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
457,./server/src/controllers/integrationsController.ts,1667,        logger.info(`Integration sync collected ${syncResult.evidenceCollected.length} evidence artifacts from ${integration.name}`);,UNCLASSIFIED,,,UNCLASSIFIED,,
458,./server/src/controllers/integrationsController.ts,1670,      logger.info(,UNCLASSIFIED,,,UNCLASSIFIED,,
459,./server/src/controllers/integrationsController.ts,1716,    logger.info(`Integration synced: ${provider} for organization ${organizationId}`);,UNCLASSIFIED,,,UNCLASSIFIED,,
460,./server/src/controllers/integrationsController.ts,1718,    logger.error('Error syncing provider'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
461,./server/src/controllers/integrationsController.ts,1781,    logger.error('Error testing provider connection'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
462,./server/src/controllers/integrationsController.ts,1820,    logger.info(`Collected ${evidence.length} evidence items from ${integration.name}`);,UNCLASSIFIED,,,UNCLASSIFIED,,
463,./server/src/controllers/integrationsController.ts,1846,    logger.error('Error collecting provider evidence'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
464,./server/src/controllers/integrationsController.ts,1923,    logger.error('Error bulk testing connections'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
465,./server/src/controllers/integrationsController.ts,1951,    logger.error('Error getting registry stats'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
466,./server/src/controllers/integrationsController.ts,1999,    logger.info(`Integration disconnected: ${provider} for organization ${organizationId}`);,UNCLASSIFIED,,,UNCLASSIFIED,,
467,./server/src/controllers/integrationsController.ts,2001,    logger.error('Error disconnecting provider'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
468,./server/src/controllers/onboardingController.ts,50,      logger.error('Failed to get onboarding progress:'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
469,./server/src/controllers/onboardingController.ts,131,      logger.error('Failed to update onboarding progress:'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
470,./server/src/controllers/onboardingController.ts,163,      logger.error('Failed to track onboarding event:'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
471,./server/src/controllers/onboardingController.ts,259,      logger.error('Failed to complete milestone:'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
472,./server/src/controllers/onboardingController.ts,294,      logger.error('Failed to update onboarding preferences:'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
473,./server/src/controllers/onboardingController.ts,353,      logger.error('Failed to skip flow:'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
474,./server/src/controllers/onboardingController.ts,402,      logger.error('Failed to reset onboarding:'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
475,./server/src/controllers/onboardingController.ts,425,      logger.error('Failed to get onboarding checklist:'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
476,./server/src/controllers/onboardingController.ts,499,      logger.error('Failed to update onboarding checklist:'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
477,./server/src/controllers/organizationController.ts,33,      logger.error('Get organization error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
478,./server/src/controllers/organizationController.ts,96,      logger.info(`Organization updated: ${organizationId}`);,UNCLASSIFIED,,,UNCLASSIFIED,,
479,./server/src/controllers/organizationController.ts,98,      logger.error('Update organization error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
480,./server/src/controllers/risksController.ts,66,      logger.error('List risks error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
481,./server/src/controllers/risksController.ts,100,      logger.error('Get risk error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
482,./server/src/controllers/risksController.ts,165,      logger.info(`Risk created: ${risk.id}`);,UNCLASSIFIED,,,UNCLASSIFIED,,
483,./server/src/controllers/risksController.ts,167,      logger.error('Create risk error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
484,./server/src/controllers/risksController.ts,280,      logger.info(`Risk updated: ${risk.id}`);,UNCLASSIFIED,,,UNCLASSIFIED,,
485,./server/src/controllers/risksController.ts,282,      logger.error('Update risk error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
486,./server/src/controllers/risksController.ts,319,      logger.info(`Risk deleted: ${id}`);,UNCLASSIFIED,,,UNCLASSIFIED,,
487,./server/src/controllers/risksController.ts,321,      logger.error('Delete risk error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
488,./server/src/controllers/risksController.ts,371,      logger.info(`Risks prioritized: ${prioritized.length}`);,UNCLASSIFIED,,,UNCLASSIFIED,,
489,./server/src/controllers/risksController.ts,373,      logger.error('Prioritize risks error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
490,./server/src/controllers/risksController.ts,405,      logger.info(`Remediation plan generated for risk: ${id}`);,UNCLASSIFIED,,,UNCLASSIFIED,,
491,./server/src/controllers/risksController.ts,407,      logger.error('Generate remediation error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
492,./server/src/controllers/risksController.ts,607,      logger.info(`Risk scan completed for organization: ${organizationId}; found ${newRisks.length} new risks`);,UNCLASSIFIED,,,UNCLASSIFIED,,
493,./server/src/controllers/risksController.ts,609,      logger.error('Risk scan error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
494,./server/src/controllers/securityController.ts,56,      logger.error('Verify device trust error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
495,./server/src/controllers/securityController.ts,89,      logger.error('Evaluate access request error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
496,./server/src/controllers/securityController.ts,103,      logger.error('Create Zero Trust policy error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
497,./server/src/controllers/securityController.ts,114,      logger.error('Get Zero Trust policies error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
498,./server/src/controllers/securityController.ts,130,      logger.error('Get Zero Trust policy error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
499,./server/src/controllers/securityController.ts,165,      logger.error('Update Zero Trust policy error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
500,./server/src/controllers/securityController.ts,197,      logger.error('Delete Zero Trust policy error'; error);,UNCLASSIFIED,,,UNCLASSIFIED,,
