file_path,verdict,evidence_lines,classified_by_audit_pass,notes
components/IncidentManagement.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/IntegrationModal.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/Integrations.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/IssueManagement.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/LandingPage.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/LanguageSwitcher.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/Layout.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/LearnPage.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/MDMDashboard.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/MaturityAssessment.tsx,PARTIALLY_WIRED_VERIFY,,§6,needs §6 verification (see component ledger)
components/MonitoringDashboard.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/MyTasks.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/NIS2Dashboard.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/NPSSurvey.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/NotificationCenter.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/OfflineBanner.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/Onboarding/OnboardingCelebration.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/Onboarding/OnboardingChecklist.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/Onboarding/OnboardingHint.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/Onboarding/OnboardingModal.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/Onboarding/OnboardingOverlay.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/Onboarding/OnboardingProgress.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/Onboarding/OnboardingTierBadge.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/Onboarding/OnboardingTooltip.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/Onboarding/OnboardingWelcome.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/Pagination.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/PaymentModal.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/PolicyManagement.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/PostMarketSurveillance.tsx,PARTIALLY_WIRED_VERIFY,,§6,needs §6 verification (see component ledger)
components/PricingSection.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/PrivacyManagementPlatform.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/PrivacyNoticeServing.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/ProcessMapper.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/ProductDecommissioning.tsx,PARTIALLY_WIRED_VERIFY,,§6,needs §6 verification (see component ledger)
components/ProductLifecycleTracker.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/QuestionnaireManagement.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/RealTimeAnalytics.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/RegulatoryChangeTracker.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/ReportBuilder.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/Reports.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/RisingSignals.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/RiskCanvas.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/RiskHeatMap.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/RiskManagement.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/RoPAManagement.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/RoleManager.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/SBOMManager.tsx,PARTIALLY_WIRED_VERIFY,,§6,needs §6 verification (see component ledger)
components/SCIMSettings.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/SOXComplianceDashboard.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/SSOSettings.tsx,PARTIALLY_WIRED_VERIFY,,§6,needs §6 verification (see component ledger)
components/SecurityFeatures.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/SecurityTrainingDashboard.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/Settings.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/SignupPage.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/SkipNavLink.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/SlimSidebar.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/SoDAnalysisDashboard.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/StatusPage.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/TabbedContainer.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/ThemeToggle.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/TicketingIntegrations.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/TierCard.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/TierLimitBanner.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/USPrivacyTracker.tsx,PARTIALLY_WIRED_VERIFY,,§6,needs §6 verification (see component ledger)
components/UpdateAvailableBanner.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/VendorManagement.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/VendorMonitoringDashboard.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/WorkflowAutomationRules.tsx,PARTIALLY_WIRED_VERIFY,,§6,needs §6 verification (see component ledger)
components/WorkflowBuilder.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/WorkspaceManagement.tsx,CLEAN,,§3.4-scan,FULLY_WIRED or DEV_FALLBACK per scan; representative read pending
components/hubs/AIComplianceTools.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/AIDocumentTools.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/AnalyticsHub.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/AuditCenter.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/EnterpriseOpsHub.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/EvidenceHub.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/GovernanceHub.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/IncidentHub.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/PolicyHub.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/ProductHub.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/ReportingCenter.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/RiskHub.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
components/hubs/VendorHub.tsx,STATIC_ONLY_VERIFY,,§6,static_only per scan; §6 must reclassify as UI primitive vs gap
server/prisma/migrations/20241219_add_zero_trust_models/migration.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/20251204_add_2fa_support/migration.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/20260129_add_onboarding_tables/migration.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/20260315_add_checklist_grc_columns/migration.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/20260516_evidence_attestation_user_signing_keys/migration.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/acos_v3_tables.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/add_control_loop_features.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/add_debt_impact_fields.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/add_goal_name_deadline.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/add_missing_tables.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/add_uuid_defaults.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/add_vr_collaborative_sessions.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/enhancement_modules.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/iso27001_hipaa_workflow.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/nist_ai_rmf_tables.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/nist_csf_workflow.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/nps_survey.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/pcidss_workflow.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/rls_policies_all_tables.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/migrations/soc2_workflow.sql,MIGRATION,,§3.6,Prisma migration file
server/prisma/schema.prisma,SCHEMA,,§3.6,Prisma schema file
server/src/blockchain/artifacts/artifacts.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/artifacts/contracts/ComplianceAuditLog.sol/artifacts.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/_shortw_utils.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/abstract/bls.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/abstract/curve.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/abstract/edwards.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/abstract/hash-to-curve.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/abstract/modular.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/abstract/montgomery.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/abstract/poseidon.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/abstract/utils.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/abstract/weierstrass.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/bls12-381.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/bn254.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/ed25519.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/ed448.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/_shortw_utils.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/abstract/bls.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/abstract/curve.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/abstract/edwards.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/abstract/hash-to-curve.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/abstract/modular.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/abstract/montgomery.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/abstract/poseidon.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/abstract/utils.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/abstract/weierstrass.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/bls12-381.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/bn254.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/ed25519.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/ed448.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/index.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/jubjub.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/p256.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/p384.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/p521.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/pasta.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/esm/secp256k1.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/index.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/jubjub.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/p256.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/p384.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/p521.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/pasta.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/secp256k1.d.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/src/_shortw_utils.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/src/abstract/bls.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/src/abstract/curve.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/src/abstract/edwards.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/src/abstract/hash-to-curve.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/src/abstract/modular.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/src/abstract/montgomery.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/src/abstract/poseidon.ts,CLEAN,,§3-scan,no scan flag
server/src/blockchain/node_modules/@noble/curves/src/abstract/utils.ts,CLEAN,,§3-scan,no scan flag
