site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
11,./server/src/generated/prisma/client/index.d.ts,70517,"}, ExtArgs[""result""][""fileUpload""]>",JSDOC_EXAMPLE,NONE,"Prisma-generated type signature parameter referencing fileUpload result",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
12,./server/src/generated/prisma/client/index.d.ts,70535,"* const fileUpload = await prisma.fileUpload.findUnique({",JSDOC_EXAMPLE,NONE,"JSDoc example showing findUnique usage in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
13,./server/src/generated/prisma/client/index.d.ts,70549,"* const fileUpload = await prisma.fileUpload.findUniqueOrThrow({",JSDOC_EXAMPLE,NONE,"JSDoc example showing findUniqueOrThrow usage in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
14,./server/src/generated/prisma/client/index.d.ts,70564,"* const fileUpload = await prisma.fileUpload.findFirst({",JSDOC_EXAMPLE,NONE,"JSDoc example showing findFirst usage in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
15,./server/src/generated/prisma/client/index.d.ts,70580,"* const fileUpload = await prisma.fileUpload.findFirstOrThrow({",JSDOC_EXAMPLE,NONE,"JSDoc example showing findFirstOrThrow usage in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
16,./server/src/generated/prisma/client/index.d.ts,70595,"* const fileUploads = await prisma.fileUpload.findMany()",JSDOC_EXAMPLE,NONE,"JSDoc example showing findMany usage in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
17,./server/src/generated/prisma/client/index.d.ts,70598,"* const fileUploads = await prisma.fileUpload.findMany({ take: 10 })",JSDOC_EXAMPLE,NONE,"JSDoc example showing findMany with take in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
18,./server/src/generated/prisma/client/index.d.ts,70601,"* const fileUploadWithIdOnly = await prisma.fileUpload.findMany({ select: { id: true } })",JSDOC_EXAMPLE,NONE,"JSDoc example showing findMany with select in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
19,./server/src/generated/prisma/client/index.d.ts,70611,"* const FileUpload = await prisma.fileUpload.create({",JSDOC_EXAMPLE,NONE,"JSDoc example showing create usage in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
20,./server/src/generated/prisma/client/index.d.ts,70625,"* const fileUpload = await prisma.fileUpload.createMany({",JSDOC_EXAMPLE,NONE,"JSDoc example showing createMany usage in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
21,./server/src/generated/prisma/client/index.d.ts,70639,"* const fileUpload = await prisma.fileUpload.createManyAndReturn({",JSDOC_EXAMPLE,NONE,"JSDoc example showing createManyAndReturn usage in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
22,./server/src/generated/prisma/client/index.d.ts,70646,"* const fileUploadWithIdOnly = await prisma.fileUpload.createManyAndReturn({",JSDOC_EXAMPLE,NONE,"JSDoc example showing createManyAndReturn with select in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
23,./server/src/generated/prisma/client/index.d.ts,70663,"* const FileUpload = await prisma.fileUpload.delete({",JSDOC_EXAMPLE,NONE,"JSDoc example showing delete usage in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
24,./server/src/generated/prisma/client/index.d.ts,70677,"* const fileUpload = await prisma.fileUpload.update({",JSDOC_EXAMPLE,NONE,"JSDoc example showing update usage in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
25,./server/src/generated/prisma/client/index.d.ts,70694,"* const { count } = await prisma.fileUpload.deleteMany({",JSDOC_EXAMPLE,NONE,"JSDoc example showing deleteMany usage in Prisma-generated types",2026-05-29T20:30:00Z,session12_subagent_17,session12,d4cf4645df782fd9f282617dd9146ecc88fb733f7f0c9e18e0c0d7deecc91437
