site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
36,services/api.ts,531,DELETE /frameworks/:id,CONTRACT_MATCH,NONE,"backend frameworks.ts:238 router.delete('/:id', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
37,services/api.ts,542,GET /control-mappings/control/:controlId,CONTRACT_MATCH,NONE,"backend controlMappings.ts:14 router.get('/control/:controlId', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
38,services/api.ts,545,POST /control-mappings,CONTRACT_MATCH,NONE,"backend controlMappings.ts:12 router.post('/', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
39,services/api.ts,551,DELETE /control-mappings/:mappingId,CONTRACT_MATCH,NONE,"backend controlMappings.ts:16 router.delete('/:mappingId', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
40,services/api.ts,573,GET /evidence-versions/control/:controlId,CONTRACT_MATCH,NONE,"backend evidenceVersions.ts:12 router.get('/control/:controlId', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
41,services/api.ts,576,POST /evidence-versions/control/:controlId/restore/:versionId,CONTRACT_MATCH,NONE,"backend evidenceVersions.ts:15 router.post('/control/:controlId/restore/:versionId', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
42,services/api.ts,581,DELETE /evidence-versions/control/:controlId/:versionId,CONTRACT_MATCH,NONE,"backend evidenceVersions.ts:16 router.delete('/control/:controlId/:versionId', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
43,services/api.ts,609,POST /ai/report,CONTRACT_MATCH,NONE,"backend ai.ts:36 router.post('/report', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
44,services/api.ts,616,POST /ai/policy,CONTRACT_MATCH,NONE,"backend ai.ts:37 router.post('/policy', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
45,services/api.ts,623,POST /ai/contract,CONTRACT_MATCH,NONE,"backend ai.ts:42 router.post('/contract', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
46,services/api.ts,630,POST /ai/gap-analysis,CONTRACT_MATCH,NONE,"backend ai.ts:38 router.post('/gap-analysis', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
47,services/api.ts,637,POST /ai/rfp,CONTRACT_MATCH,NONE,"backend ai.ts:43 router.post('/rfp', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
48,services/api.ts,644,POST /ai/phishing,CONTRACT_MATCH,NONE,"backend ai.ts:44 router.post('/phishing', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
49,services/api.ts,651,POST /ai/vendor-score,CONTRACT_MATCH,NONE,"backend ai.ts:45 router.post('/vendor-score', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
50,services/api.ts,658,POST /ai/data-map,CONTRACT_MATCH,NONE,"backend ai.ts:46 router.post('/data-map', ...)",2026-05-29T20:30:00Z,session12_subagent_12,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
