site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
11,server/src/routes/privacy.ts,925,router.post '/retention/jobs/:id/run',GAP_LOW,LOW,"POST /retention/jobs/:id/run — creates new RetentionEnforcement record on each call (non-idempotent); no Idempotency-Key handling; repeat clicks produce duplicate enforcement runs. External side effect: triggers data deletion job downstream.",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
12,server/src/routes/privacy.ts,1016,router.post '/scc-tia',NOT_SIDE_EFFECT,N/A,"POST /scc-tia — creates SCCTemplate (internal document record); no external side effects",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
13,server/src/routes/privacy.ts,1054,router.patch '/scc-tia/:id',NOT_SIDE_EFFECT,N/A,"PATCH /scc-tia/:id — updates internal SCC template; pure CRUD",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
14,server/src/routes/privacy.ts,1123,router.post '/scc-tia/:id/tia',IDEMPOTENT_BY_DESIGN,N/A,"prisma.tIAAssessment.upsert({ where: { sccTemplateId: req.params.id } }) — keyed on deterministic sccTemplateId; safe to retry",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
15,server/src/routes/privacy.ts,1222,router.post '/bcr',NOT_SIDE_EFFECT,N/A,"POST /bcr — creates BCRProgram (internal compliance record); no external side effects",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
16,server/src/routes/privacy.ts,1262,router.patch '/bcr/:id',NOT_SIDE_EFFECT,N/A,"PATCH /bcr/:id — updates BCR program fields; ownership-checked CRUD",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
17,server/src/routes/privacy.ts,1337,router.post '/marketing/opt-out',IDEMPOTENT_BY_DESIGN,N/A,"prisma.consentPreference.upsert({ where: { organizationId_dataSubjectId: { organizationId, dataSubjectId } } }) — deterministic composite key; safe to retry",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
18,server/src/routes/privacy.ts,1417,router.post '/marketing/suppression-list',IDEMPOTENT_BY_DESIGN,N/A,"prisma.consentPreference.upsert({ where: { organizationId_dataSubjectId: { organizationId, dataSubjectId } } }) — deterministic composite key; safe to retry",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
19,server/src/routes/privacy.ts,1556,router.post '/deletion',NOT_SIDE_EFFECT,N/A,"POST /deletion — creates DataDeletionRequest in 'Pending' state; no immediate external side effect (deletion only runs after verify+execute)",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
20,server/src/routes/privacy.ts,1618,router.patch '/deletion/:id',NOT_SIDE_EFFECT,N/A,"PATCH /deletion/:id — updates internal deletion request fields; ownership-checked CRUD",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
21,server/src/routes/privacy.ts,1669,router.post '/deletion/:id/verify',NOT_SIDE_EFFECT,N/A,"POST /deletion/:id/verify — flips verifiedAt/approvedBy on internal record; replay sets same values (effectively idempotent state transition)",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
22,server/src/routes/privacy.ts,1712,router.post '/deletion/:id/execute',GAP_LOW,LOW,"POST /deletion/:id/execute — sets status='InProgress' and appends new ExecutionStarted log entry on each call; no Idempotency-Key handling; triggers downstream data deletion which is a destructive external side effect",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
23,server/src/routes/privacy.ts,1786,router.post '/restrictions',NOT_SIDE_EFFECT,N/A,"POST /restrictions — creates ProcessingRestriction (internal compliance record); no external side effect",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
24,server/src/routes/privacy.ts,1817,router.patch '/restrictions/:id',NOT_SIDE_EFFECT,N/A,"PATCH /restrictions/:id — updates restriction fields; ownership-checked CRUD",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
25,server/src/routes/privacy.ts,1854,router.post '/restrictions/:id/lift',NOT_SIDE_EFFECT,N/A,"POST /restrictions/:id/lift — sets status='Lifted' on internal record; replay produces same terminal state (effectively idempotent state transition)",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
